thickness_mm,length_m,width_m,number_of_sheets,total_weight_kg,casting_electricity_kwh,casting_carbon_kgco2e,casting_naturalgas_nm3,casting_wastewater_l,hotrolling_electricity_kwh,hotrolling_carbon_kgco2e,hotrolling_naturalgas_nm3,hotrolling_wastewater_l,coldrolling_electricity_kwh,coldrolling_carbon_kgco2e,coldrolling_naturalgas_nm3,coldrolling_wastewater_l,heattreatment_electricity_kwh,heattreatment_carbon_kgco2e,heattreatment_naturalgas_nm3,heattreatment_wastewater_l,finishing_electricity_kwh,finishing_carbon_kgco2e,finishing_naturalgas_nm3,finishing_wastewater_l,total_electricity_kwh,total_carbon_kgco2e,total_naturalgas_nm3,total_wastewater_l,manufacturing_cost_per_unit,quality_score,transport_cost,product_type,route_type,energy_source,grade,source_name,outer_radius_m,inner_radius_m,volume_m3,weight_kg,electricity_kwh,carbon_kgco2e,natural_gas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_usd,distance_km,price_per_kg_usd,electricity_price_usd_per_kwh,scrap_input_kg,scrap_quality_pct,crushing__electricity_kwh,crushing__carbon_kgco2e,crushing__naturalgas_nm3,crushing__wastewater_l,crushing__liquidfuel_l,crushing__fluorine_g,crushing__so2_g,furnace_melting__electricity_kwh,furnace_melting__carbon_kgco2e,furnace_melting__naturalgas_nm3,furnace_melting__wastewater_l,furnace_melting__liquidfuel_l,furnace_melting__fluorine_g,furnace_melting__so2_g,separation__electricity_kwh,separation__carbon_kgco2e,separation__naturalgas_nm3,separation__wastewater_l,separation__liquidfuel_l,separation__fluorine_g,separation__so2_g,final_casting__electricity_kwh,final_casting__carbon_kgco2e,final_casting__naturalgas_nm3,final_casting__wastewater_l,final_casting__liquidfuel_l,final_casting__fluorine_g,final_casting__so2_g,total__electricity_kwh,total__carbon_kgco2e,total__naturalgas_nm3,total__wastewater_l,total__liquidfuel_l,total__fluorine_g,total__so2_g,prep_of_mining__electricity_kwh,prep_of_mining__carbon_kgco2e,prep_of_mining__naturalgas_nm3,prep_of_mining__wastewater_l,prep_of_mining__liquidfuel_l,prep_of_mining__fluorine_g,prep_of_mining__so2_g,actual_mining__electricity_kwh,actual_mining__carbon_kgco2e,actual_mining__naturalgas_nm3,actual_mining__wastewater_l,actual_mining__liquidfuel_l,actual_mining__fluorine_g,actual_mining__so2_g,grinding__electricity_kwh,grinding__carbon_kgco2e,grinding__naturalgas_nm3,grinding__wastewater_l,grinding__liquidfuel_l,grinding__fluorine_g,grinding__so2_g,pressure_digestion__electricity_kwh,pressure_digestion__carbon_kgco2e,pressure_digestion__naturalgas_nm3,pressure_digestion__wastewater_l,pressure_digestion__liquidfuel_l,pressure_digestion__fluorine_g,pressure_digestion__so2_g,clarification__electricity_kwh,clarification__carbon_kgco2e,clarification__naturalgas_nm3,clarification__wastewater_l,clarification__liquidfuel_l,clarification__fluorine_g,clarification__so2_g,precipitation__electricity_kwh,precipitation__carbon_kgco2e,precipitation__naturalgas_nm3,precipitation__wastewater_l,precipitation__liquidfuel_l,precipitation__fluorine_g,precipitation__so2_g,seed_separation__electricity_kwh,seed_separation__carbon_kgco2e,seed_separation__naturalgas_nm3,seed_separation__wastewater_l,seed_separation__liquidfuel_l,seed_separation__fluorine_g,seed_separation__so2_g,washing_filtering_1__electricity_kwh,washing_filtering_1__carbon_kgco2e,washing_filtering_1__naturalgas_nm3,washing_filtering_1__wastewater_l,washing_filtering_1__liquidfuel_l,washing_filtering_1__fluorine_g,washing_filtering_1__so2_g,washing_filtering_2__electricity_kwh,washing_filtering_2__carbon_kgco2e,washing_filtering_2__naturalgas_nm3,washing_filtering_2__wastewater_l,washing_filtering_2__liquidfuel_l,washing_filtering_2__fluorine_g,washing_filtering_2__so2_g,calcination__electricity_kwh,calcination__carbon_kgco2e,calcination__naturalgas_nm3,calcination__wastewater_l,calcination__liquidfuel_l,calcination__fluorine_g,calcination__so2_g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5183897895369975,0.8988493131895969,0.0967701691001966,5.414060772381974,0.0728293241884888,0.0068805523911173,0.0499123587536039,0.0212847076790251,0.0129928780528324,0.0012415862107517,0.1531834475640944,0.0045890399365125,0.0002492050824742,0.0021447044731618,0.0524427936152554,0.0273163301196716,0.0039780857725152,0.3819888982992336,0.0110011516317385,0.0006358634473221,0.0054476018406149,0.1663056063138053,0.0951631327832571,0.0063698741597325,0.6484147181955683,0.007809019743549,0.0009907628927538,0.0073942210503997,0.3738798689472273,0.2269042948945393,0.0279257065629625,1.247408733820837,0.016355002623898,0.0014724742506199,0.0094736459449951,0.1260375690955099,0.0708479557104913,0.0052859179111395,0.7116594558258754,0.0046628006937724,0.0005145545490058,0.0039189698505026,0.114450592529598,0.058942861794418,0.0043304369349779,0.5985025899295987,0.0033615566545179,0.0007792534121282,0.0034718228775138,0.0665240175849661,0.0347947642375593,0.0025569709850066,0.3577200497226472,0.0019375586091554,0.0004155894352482,0.0027051234989946,0.0928972516096677,0.049793979370224,0.0021048687813588,0.6168833115990915,0.0029670282092495,0.000311597660993,0.0028439137573786,0.0621782092070729,0.0334142666230833,0.0013167504353446,0.4476338639082635,0.0018057181202571,0.000191790009909,0.0020501160975213,0.4423891729548695,0.2886788496035201,0.041659971346407,0.2506657035167633,0.0183404479658379,0.0013194616506626,0.010462239362521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4655875244632002,0.891958924107314,0.0976989421474049,5.513093032010326,0.0690366933834712,0.0071945786828059,0.0490369748065034,0.0191687640585634,0.0125285474227534,0.0012792946895135,0.1417940775189183,0.0049779570723429,0.0002615882752815,0.0021146540511484,0.0512022087844463,0.0308125770251079,0.0039619385297507,0.3850347382231877,0.0102821584174625,0.0007063662263245,0.0050090874956161,0.1390621881943416,0.1009346642163739,0.0063066017109358,0.6266899537181908,0.0069875686324488,0.0011468241696175,0.0066060326142855,0.3652552610476346,0.2191996765982163,0.0266469137752267,1.295424514270199,0.0140337867440322,0.0014854729261159,0.009200830001495,0.1239623748831997,0.0763046648937505,0.0054091588778244,0.8929855813715643,0.004823808173023,0.0005873931009667,0.0040765969971819,0.1169881671972224,0.0691783727960989,0.0051849937163933,0.5353425757120223,0.0032068058883022,0.0006705445750126,0.0032869409313852,0.0664012869177829,0.0363158954408751,0.0024995945502088,0.3428406709825066,0.0019929750502765,0.0004234895474748,0.0025093377688904,0.0880276713727009,0.0460092099152666,0.0020026023629778,0.6095172373262328,0.0026071973406963,0.0002980032260924,0.0026666009824819,0.0584906359537991,0.0311832841441759,0.0012695412540687,0.414982116680789,0.0017019851680697,0.0002300486753549,0.001728351655351,0.4370289660535089,0.2694920316546952,0.0431383026805048,0.2684815662067161,0.0184224508968166,0.0013848479605645,0.0118385423086676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4827333957807285,0.8597874590878896,0.0929116200731001,5.556996621985451,0.0737826824080723,0.0073198323128529,0.048299008401977,0.0197959700609887,0.0120989966818425,0.0012425197938004,0.1591087991756985,0.0044036713331076,0.0002878690313576,0.0018039680583417,0.0567129289791189,0.0322865461074302,0.0039688196273982,0.4091709602101432,0.0106391089721218,0.0006831439255531,0.004369325545169,0.1493732163362252,0.0884969555527397,0.0060192804442554,0.6417564819596723,0.0079775221353572,0.0010831152175079,0.0072516138600249,0.3497035671479462,0.2125285697249904,0.0261906542559012,1.3717955080806925,0.0163150925413781,0.0015628050491372,0.008618264860992,0.1249918723047679,0.0729542070547142,0.0051032762887544,0.8583636540674872,0.0054194155028912,0.0005184316784982,0.0039037103136958,0.117989243423415,0.0630215031241374,0.0043015784484357,0.5244110609743209,0.0031167051105887,0.0008017741537593,0.0031152167317559,0.0640880100114715,0.0374017078328466,0.0026798737687512,0.3651599490716594,0.0020647116789599,0.000415940325556,0.0024266810319026,0.0816295729985025,0.0542629095604952,0.0019331045023795,0.5422766550866127,0.0025045533000327,0.0003074096039398,0.0025426687203186,0.0558047774588561,0.0338646045293277,0.0014121549281294,0.4088710990801052,0.0019351695384381,0.0002255337447085,0.001974016172295,0.4626442370594356,0.2528714589193652,0.0400603580152942,0.2760824542790597,0.0194067322951965,0.0014338095828347,0.0122935431074809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4721088340674813,0.8923195588800119,0.089936400603979,5.539541151632248,0.0720750777874813,0.0068441422276429,0.0490370403477875,0.0201537985204142,0.0131415913052201,0.0013255694675917,0.1330561721635651,0.0044160061484777,0.0002783645575379,0.0018570866163216,0.051314386353933,0.0304965263680908,0.0043104805891559,0.4286911414451885,0.010473761673813,0.0006556488783149,0.0049912244261459,0.1616599504576448,0.096414673825763,0.0068112890867136,0.6627290724695974,0.0091508739361799,0.0009769265977789,0.0064283819749309,0.3555579948497355,0.1887576480050444,0.0237105628778108,1.223199166023016,0.0147512173314407,0.0014721369498965,0.0093782317544941,0.1261175299014754,0.0746014114622223,0.0054743506152168,0.8067949905270221,0.0051188373182773,0.0005312215163733,0.0034532452490772,0.1005369972717141,0.0663273599559392,0.0046820812336181,0.6562465579544311,0.0032803146924474,0.0008177244217882,0.0032125181205923,0.0661398663947788,0.0399806007933413,0.0022741795016995,0.3995173100867244,0.0021956992532954,0.000396489607384,0.0028531978925599,0.082614802256652,0.050604136330708,0.0019538570170098,0.5423571668223275,0.0025418415972681,0.0002918087235386,0.0028624101831886,0.0601433423010625,0.0344461934740453,0.0013632086921888,0.4119711168141569,0.0019490634226751,0.0002081078517679,0.0018262134414126,0.4478701657600705,0.2975494173596371,0.0380308215229736,0.2749784573262184,0.0181974624136062,0.0012157131232623,0.0121745306890638
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4115951653277312,0.8734069992649077,0.0937633252178179,5.611227225946741,0.071959295655277,0.0066754157319762,0.0501152795851924,0.0193981298811222,0.01201927201962,0.0013682674280808,0.1504107659447517,0.004496255973283,0.000281464156754,0.0021270783268855,0.0568241177091093,0.0319590238227292,0.0041831847384369,0.3681645954330427,0.0104587446708249,0.0005598600180518,0.0057132359643424,0.1480479294691037,0.0929012364816048,0.0061508906148705,0.676659587273461,0.0076271333893378,0.000959936435603,0.0073363153527018,0.3332092139871755,0.1977233569389283,0.0227680320981635,1.1907824127944435,0.0157643182478107,0.001379184103053,0.0083047728604506,0.1299818304132613,0.0729817103620404,0.0058111568399123,0.9364289123020454,0.0049337213884279,0.0005370929821326,0.0040724099163379,0.1128756034430575,0.0592645982075293,0.0045466984812832,0.5790342315337911,0.0031664421577058,0.0008003554222729,0.0031060475978566,0.0605820894050339,0.0366342665871233,0.0026592078122,0.3629253998408597,0.0020567768247945,0.0003492612290197,0.002511317395433,0.0844939091880604,0.0487968640083442,0.0018849897925179,0.6928854781406556,0.0025929480997785,0.0003569380094672,0.0028004080104112,0.0575106676774005,0.0347497185127256,0.0014940454583676,0.3916132533115066,0.0016996895238646,0.0001987362820356,0.001823451531121,0.4086716741544064,0.2863769523242622,0.0428968519539848,0.262322589372184,0.0191632653794489,0.0012525870935859,0.0123202426296519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4503355690965356,0.8404837986262363,0.0892644838080745,5.768882380766475,0.0711083325666041,0.0068042214447382,0.0492479221418765,0.0185498793943896,0.0136953763875446,0.0014482886926496,0.1583631343508831,0.0045469087746058,0.0002758103214584,0.0020759565676812,0.0495272173691097,0.0314903305322103,0.0035957278552793,0.3994125842310667,0.0114846080486197,0.000598230351788,0.0050603449760024,0.1435998749425812,0.0886364679279094,0.0067113150425967,0.621870962742888,0.0076615598950339,0.0009401481523731,0.0072288818199723,0.3630491861830163,0.199054212083593,0.025710052067355,1.3138286173346143,0.0148499953557438,0.00142412479545,0.0100694129129095,0.1251427983548722,0.0749695530049628,0.0055101256307042,1.0209410463763269,0.004818191557174,0.0005338006989171,0.0037371922191538,0.1132807305275069,0.0622379868994389,0.0042478179238939,0.5835748286480025,0.0029672641097585,0.0008235720842108,0.0032605468129844,0.066620038121077,0.0353988133369842,0.0025436709164919,0.3966168454579002,0.0018160759747417,0.0003817626401041,0.002468135286971,0.0812917625670261,0.0443888408708165,0.0021040895241196,0.5987243892638908,0.0029173849812051,0.0003316743290522,0.0025228640272713,0.0535268297618512,0.0389061550015471,0.0014342960197458,0.4152264096088751,0.001847636724167,0.000200258252943,0.0018664260344508,0.4357472518751052,0.2517060625812291,0.035959100135238,0.260323562752028,0.0181987071455542,0.0012948398184411,0.0109581614844794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,medium,baux_med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.553534488223469,0.8718552674181346,0.0902814125074914,5.574226332024402,0.0722276848538879,0.0070808719718451,0.0508304313810196,0.0185999018121614,0.0129716589005179,0.0013189817580039,0.1559110486662319,0.0047859578785708,0.0002673725358219,0.0021164271066584,0.0505891517832171,0.0316761749286735,0.0036006147578033,0.3801291536932606,0.0116789817325904,0.0006998545157262,0.0054946216255689,0.1394862580602789,0.0995815611223976,0.0057949281079751,0.684442799380092,0.007630745560872,0.0010831074441429,0.0065879066644406,0.3891519960799973,0.1900218299158008,0.0249745901667512,1.223446142050115,0.0139853562214621,0.0015687003173208,0.0100696892473666,0.1504551630551944,0.0758322072344318,0.0055425978151907,0.8565710781739272,0.0053530573641548,0.0005095028793834,0.0039448872005397,0.1207102154978981,0.0627816069397592,0.0045291966551937,0.5829832844428018,0.0034084628360981,0.0007309411994616,0.0032401167814994,0.0723325409738171,0.0388999355836935,0.0028069640660995,0.3905621766424965,0.001986930769702,0.0004130614541958,0.00283934319823,0.0759205957344042,0.0467651204182218,0.0021006515438663,0.6138060414780158,0.0026218059324742,0.0002889134045513,0.0026406034598822,0.0524672841423012,0.0379700601986831,0.001298279154813,0.4145776619029759,0.0018831476733795,0.0002198098999172,0.0019215694702508,0.4838213810841987,0.2753551121759551,0.0383146084817942,0.2717969455944845,0.0188932388845836,0.0012996083213235,0.0119752666265824
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.908482997528352,1.161912237312519,0.1174140881283448,7.329021199126195,0.0978722417713785,0.0095159209211859,0.0629836299223726,0.0269215775915229,0.0141116221244982,0.0017862697999415,0.2006147407460756,0.0062488655099546,0.0003587551310534,0.0028411130218156,0.0745344742107151,0.0465632799919265,0.00562275302257,0.5205508330401855,0.0144830202900454,0.0009026745109698,0.0071534486833518,0.199523484627083,0.1259180773519073,0.0084788192822954,0.7984651489744355,0.0111345516689047,0.0013653300388587,0.0107100349768733,0.4210648632363264,0.2612474883388489,0.0340787901517717,1.8372818984838104,0.020978591439277,0.0020849688737155,0.010947574821671,0.1560357173354403,0.1008577261248255,0.0061414096261844,1.0632715311010508,0.0070418428864826,0.0006325733841344,0.0056812993939712,0.1662956205074562,0.0755164803100283,0.0055561197683177,0.6408480089652568,0.0040138530563511,0.0010755018534733,0.0041251072011685,0.0877809113652223,0.042455118937935,0.003592631226456,0.4898994948567144,0.0025522033209773,0.0005066370143045,0.0030930481870566,0.1030142995964945,0.0708556989039398,0.0026222375301156,0.8768356412714393,0.0036522911229528,0.0004121421527091,0.0031325080884865,0.0733641365468407,0.0441140625257089,0.0019357400388314,0.5705330129581794,0.0026395636184852,0.0002835396481762,0.00225980398071,0.5999479125112505,0.3802726827029005,0.0475993176818603,0.3307208887290469,0.0251274588579474,0.0018937983137906,0.0130396915672677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.030754052330068,1.087675324874161,0.1252635903581658,7.1940465999487,0.0945311684318455,0.0095124992466613,0.0652151899697249,0.0276831342507063,0.0150758237438338,0.0015343900420965,0.221090281811477,0.006259190339348,0.0003702840814754,0.0026949670876031,0.0779449316683881,0.0441859491779799,0.0050433395421058,0.5224173641228058,0.0157257371522265,0.0008029646991205,0.0064852681923538,0.1995250231485638,0.1041103336456097,0.0085833303194799,0.7361721327165555,0.0102384255544258,0.0014435523788524,0.0090334255616015,0.5326798079488355,0.2437948066304301,0.0368757032854592,1.7814890427083154,0.0179144974431468,0.002432631446273,0.0118461416082776,0.1594087678525815,0.088749545384195,0.0066937752962459,1.0950042938266455,0.0068495572611789,0.0006656224015775,0.0053292908847926,0.1487891771277791,0.0733224915524537,0.0058869022361628,0.6364104512570304,0.0043567502878714,0.0009490790773229,0.0042992939870958,0.092930442513501,0.0443936089094722,0.0036561872608048,0.4943069637902944,0.0028674159189139,0.000496777823876,0.0031971049932986,0.1176746789435389,0.0642486070057426,0.0023976555654669,0.7883158704096251,0.0035586935822875,0.0004468802740419,0.0030797667791583,0.0749225767635538,0.0461610724607433,0.0017233492430015,0.5945922323042008,0.0023674371261774,0.0002684359425485,0.0024800918468543,0.5991955121126197,0.3636330863637004,0.0528689575673422,0.3242479670017502,0.024393463766269,0.0016362711215728,0.0167698390286887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.909366561068024,1.1243125908246476,0.118065721757278,7.136040400421123,0.0984522752858932,0.0093728613450217,0.0668985412064269,0.0196683498874878,0.0166036134038809,0.0017041366079739,0.179654272268395,0.006080844077846,0.0003514846530828,0.0026567541828372,0.0551969741116189,0.0466230800502707,0.0048328655392336,0.5348606181099326,0.0152103046452909,0.0007970913308828,0.0071188700649953,0.1984165158986253,0.1043989037606796,0.009204732252056,0.8032260364819699,0.0095811758342851,0.0013210799597823,0.0095307243501085,0.4740644891958562,0.2825842684499449,0.0307664726691998,1.6103939650890104,0.0202319898404494,0.0023148899954686,0.0118038397862942,0.1830986327223959,0.0988699093145915,0.0065664896098451,1.0856432353061016,0.0067186869630324,0.000709144016277,0.0055977467399894,0.1569072130484165,0.0921640137912064,0.0055424245753383,0.7424793439137659,0.0040314417103028,0.0010427720772711,0.0041416843072721,0.0894041796750013,0.044453586615367,0.0034103876769597,0.5348711249577538,0.0021760769325788,0.0005868242696384,0.0033316471349899,0.0960681270396728,0.0670441954087705,0.0025560549398765,0.8112553672250881,0.0038212372113935,0.0004296519859322,0.0036455026781388,0.0771906865407638,0.0438725023139734,0.0019143017455032,0.4868675329869497,0.002403598339909,0.0002732557556775,0.0025174281230167,0.5593513929481851,0.3276985177159623,0.0515678561412915,0.3467889040821571,0.0281969197308049,0.0015466673010085,0.0165543438387843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0350725915391443,1.2032523829294322,0.1196218372266584,7.190959663326471,0.0947631944749735,0.0092151327391384,0.0662553555200605,0.0297862037060711,0.0157168358917223,0.0015441832741071,0.1981053832774481,0.005955916398466,0.0003536098393026,0.0024429279841628,0.0755084985228633,0.0391368987394631,0.0044702338143982,0.5500739844634438,0.012116352553034,0.0008376807684485,0.0083052164491816,0.2038255611789283,0.1126600808083893,0.0084653606306046,0.8469341724068111,0.0103163426868037,0.0014239481135573,0.008660186050879,0.5330323740747827,0.276733647059804,0.0357544808280139,1.624182367449494,0.0222631958872243,0.0020027685291075,0.0121345041186506,0.1587374096483516,0.0916208804562092,0.0071322655219554,1.0701968261360797,0.0063877742133528,0.0006489471082469,0.0053530909072688,0.1461667617137451,0.0842899524877809,0.0059563484731087,0.6608591952563506,0.0038060876071785,0.0010443532447393,0.0040276013902721,0.0913773348395773,0.0508674212895251,0.0035736073160582,0.5758939364185891,0.002534956677212,0.0005334960145369,0.0032589256042497,0.1317360691998948,0.075637558692112,0.0025521509526694,0.8383972598157872,0.0039145411625109,0.0004037376628245,0.0034035654967743,0.0794415847696473,0.0444461580420597,0.0017220874300721,0.5117771036453429,0.0020897477603695,0.0002765603822195,0.0025329204857716,0.5854607938852826,0.4121429494623662,0.0484511189856703,0.3145394344571227,0.0253782795288214,0.001690031076155,0.0161364170328494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9104198095786007,1.145299158101757,0.1181224188440558,7.377421251922088,0.088688157352798,0.009246074667647,0.0660870016921768,0.0240969298070321,0.0177187252566438,0.0019374068773747,0.2034330379133905,0.0064779401670068,0.0003144961607151,0.0027446688600309,0.0730562505005251,0.0451054219929729,0.00509436460552,0.403026645837626,0.0137916200369701,0.0008122259683327,0.0063276985159044,0.2057705676778597,0.1187590400730422,0.0080023466521068,0.786101411053244,0.0096818254959115,0.0014682919638962,0.0089111785174855,0.4585971314773812,0.2631802556586711,0.0348183303423359,1.755069313265394,0.0159901194685602,0.0021879736443707,0.0131135873521325,0.1573242484940446,0.0917933289079093,0.0065826176643806,1.045687704653532,0.0069081118947414,0.0005860217591745,0.0046951984131298,0.1697202991855,0.0793981924970547,0.0064752862760845,0.7843001940934783,0.0037040534671229,0.0010660105403175,0.0042144938915633,0.0822512563155328,0.0484278569920841,0.0035145765234158,0.535621899873701,0.0027633226780485,0.0005247786014017,0.0030679219309669,0.108426845555259,0.0801538114286099,0.0026811691064821,0.9532670290598148,0.003923700676815,0.0004150045224088,0.0036463976499774,0.074605730724222,0.0387464215545505,0.0017021783033729,0.59076109391739,0.0022786728336751,0.0002799556363178,0.002523901854935,0.5565705498412444,0.3620161037402183,0.0473141424929822,0.3201529222545177,0.0231687906339461,0.0015913158707116,0.0168419547060506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.005940127689833,1.2240527933185663,0.111863253280422,7.408516397922086,0.0980428175887704,0.0093199692895155,0.0651806457486996,0.023842528838832,0.0162950044635359,0.0016393037414319,0.2210746942320429,0.0065039005122001,0.0003608586493688,0.0026054256608392,0.0668844445561321,0.0389035180801029,0.0058037518078543,0.48249224002718,0.0151308679697383,0.0009139447823078,0.0065319105760941,0.2190345734456443,0.1290413184222959,0.0095428261746528,0.821674940751148,0.009268777278686,0.0013111899092142,0.0094886474242114,0.4779673573245666,0.2644019273471459,0.0293911973340289,1.756787297632783,0.0232567437435026,0.0021072421493297,0.0124146586000483,0.1769094148452921,0.1013795649171787,0.0072498083288039,1.1360190421574212,0.0066490394624913,0.0006415696554247,0.0050098466394228,0.1564123887199435,0.0830924393296228,0.0060827923766888,0.7888524395119382,0.0045014118933857,0.0011129000116433,0.0042735387385259,0.0771075684293338,0.0464336861943898,0.0034106367037719,0.4435268133388276,0.0028014177113645,0.000515155504212,0.0034920585742676,0.1230780569057767,0.0633337286556709,0.0026539302915865,0.8096349121639662,0.0035233395018174,0.00038563113091,0.0039921804465731,0.0728057943871666,0.046395058699608,0.0014736866083321,0.5895758769707383,0.0025578026411336,0.000273881647538,0.002341651262072,0.611898000237145,0.4347765472090152,0.0446153199132704,0.3588781411360395,0.0238495168744503,0.0016975958495666,0.0150307278266448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0211438921484968,1.1586062501072862,0.1199495046085092,7.058939732505463,0.0950535860213776,0.0094195729254397,0.0655861154334715,0.0247245297942571,0.0161380001597716,0.0015631055427649,0.2189066494368774,0.0051920640736941,0.0003530299153396,0.0024908806838986,0.0623467746126976,0.0431106918207815,0.0045362280115035,0.5114380374844679,0.0129901994364307,0.0008778377702885,0.0063537202793232,0.1974678026573474,0.1249545377609812,0.0080337708355032,0.846501872620018,0.0091036839509984,0.0014209173482832,0.0105216380298148,0.5703654908998851,0.2737606392484222,0.0359027247958844,1.485078481280066,0.022576560398221,0.0021524289366242,0.0114911246323607,0.1849327722594883,0.0968185147778366,0.0065788654416405,1.1422924015744138,0.0062866124474819,0.0007293240436252,0.0047176260891012,0.1415932548181507,0.0795100221269557,0.0062708507908486,0.7314998462390571,0.0038432422720672,0.0009761366544046,0.0042403312146471,0.0778728310610854,0.0437077785239075,0.0039096669350516,0.4788389267278992,0.0024915131791336,0.000496702348201,0.0032982844666042,0.1171497723999418,0.070763193310757,0.0024946069501712,0.7443633939879856,0.0038930323645528,0.0004052381592702,0.0040085846704118,0.0628741424152109,0.0448132143890313,0.0019315757844988,0.5303555260328366,0.0023418961213249,0.0002777069217879,0.0022855746825248,0.5818165212304323,0.3650296579888414,0.0487281095206421,0.3696645971218415,0.0263347817774726,0.0017302508276148,0.0161783506847847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9569416454609097,1.1760398250316275,0.1207809877755031,7.11622421060634,0.0955869985521245,0.0094226883839476,0.0651154646983837,0.0250213837639851,0.0152622591916856,0.001627263246433,0.2040258255673591,0.0055025360137978,0.0003279236990595,0.0024565570819891,0.0782573574776144,0.0341300134187494,0.005034959698879,0.5724873722378229,0.0145750063279766,0.0008954687445209,0.0068481961449301,0.1943343433064605,0.1029168537627437,0.0086239925071264,0.8031921414122457,0.009620397098855,0.0013118177905626,0.010508326244787,0.5572738895780154,0.2761947196895485,0.032878051921477,1.557908771413639,0.0210786335699833,0.0022982360471134,0.0116910221070024,0.1412855177881086,0.1032907497325117,0.007275750980688,0.9805824802835282,0.0068852065638724,0.000701785192059,0.0050735278459425,0.1444098555059758,0.091131181144206,0.0057795922263155,0.6843321135729532,0.0036315710739491,0.0011113107222383,0.0044360783549001,0.0855309203569245,0.046112047837299,0.0032722997828113,0.4710475759599292,0.0024718849555524,0.0004332316419404,0.0032223142340527,0.1097230095572439,0.0691708883461394,0.0025427713138062,0.8620546655254944,0.0039119652750931,0.0004386530712778,0.003689260131015,0.0748630003165933,0.0411220910719965,0.0017893112470014,0.6088785628909245,0.0024378090785801,0.0003090261086744,0.0021222088927718,0.5462423678099882,0.3967090208367473,0.0519569948509649,0.3717147017424434,0.0254719885944642,0.0015952353665008,0.0150679736609926
