Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,electricity_kwh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh.1,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
L-984,Low,0.026135522006201894,0.01629522423518579,0.0017387144219191313,0.20085713675507877,0.005946731871459543,0.0003275498369104399,0.0024743872055704467,0.06800981003410249,0.04295709409083952,0.005108545242740861,0.4969344325107339,0.014312699649849329,0.0008358174432150467,0.007003117808828268,0.2027492921941976,0.11989881112228258,0.008640168067071248,0.8516262630515281,0.00974773434920099,0.0013851532953586313,0.010142919401489649,0.488398825762244,0.2715547144559025,0.03377859285526669,1.738829138681886,0.020621003107173415,0.002049232066190677,0.011842653607949278,0.17300332422389086,0.09835207770420828,0.006981376006832175,1.159800800103402,0.006897933899166479,0.0006798577053186093,0.005180027003629832,0.14802867932719482,0.08783289061034469,0.005941459356788121,0.7708803137587922,0.0042178059743885115,0.0010025177857875263,0.004237221546907126,0.08403765562981523,0.04657230601920849,0.003442217689576096,0.5051943449491091,0.0025538639617918154,0.0005234454468093079,0.003393095268807608,0.11596753959923291,0.06722651588099215,0.002656072215277661,0.8170562810823863,0.0035628352437889425,0.00039807724553663675,0.0036150447037170104,0.07486834002930007,0.04383441622705074,0.001695897225936291,0.5630176066516231,0.002331107093257067,0.00026491872239934943,0.002366026449651509,0.5962168361582479,0.3815183097285726,0.05263505448708657,0.3438065709927354,0.024608294608354373,0.0017158538605201714,0.015153727861412874,1.9681407017803614,1.1674703419090526,0.12112273239198625,7.2783726634074934,0.09395329689774581,0.009113839147637748,0.06453669158745612
L-985,Low,0.025493767180421057,0.016163112219512183,0.001712514106562909,0.2068146037617672,0.006049808965680381,0.00034729008142790266,0.0025966844117713173,0.06537168825146338,0.04283447601712491,0.005015980498540913,0.48883691286063835,0.014739298052803758,0.0008096420149268125,0.006826576722430096,0.20141223939170744,0.11874204968158014,0.008754474074179997,0.8429936888827125,0.009885223346151441,0.0013891884080269,0.009507809747752609,0.4978661670598286,0.27115841746956687,0.03326123030808673,1.657799739156154,0.020292325083694454,0.0020545415545893766,0.011670647255385186,0.17177575177510876,0.0981965482703923,0.007202546244554202,1.1084109113700686,0.006528597729320097,0.0007002924410546415,0.005269267059227647,0.1501038483584998,0.083165428511042,0.006108036525609002,0.7749141296469022,0.004113223626386079,0.0009676300588469377,0.004209986041737656,0.08556018011623076,0.04625221109534529,0.0034111343311839836,0.5398994181588835,0.0024987438156819784,0.0005260740642379954,0.003337166011713111,0.11359560586072505,0.0672919716658458,0.0026433164961997477,0.7958687582668442,0.0037503572445375917,0.0003999763028378052,0.003675880084810985,0.07763387693122703,0.04467549445950511,0.00177740224930496,0.5372875953945115,0.002393047280609626,0.00027696163787861526,0.0023476122737924516,0.595598047926658,0.39650842006738,0.05163428899915391,0.33943536352739617,0.025020844180019028,0.0017024559504784534,0.015526390051287085,1.9579884254501214,1.168039569050999,0.12167238439811583,7.308594169863142,0.09504341392769758,0.009120031516431523,0.06454303780197845
L-986,Low,0.0268513036172777,0.01561494923413126,0.0017273523061592235,0.20265284982144058,0.006002583204042323,0.00033636805153219044,0.0025371546287807248,0.06846681106935452,0.04321377649613962,0.005177597085437279,0.5017573937407169,0.014649611290826413,0.0008433963888994531,0.006868532489860546,0.20025903905296988,0.12283432281417919,0.008713035355432889,0.8377708127145642,0.010085117238114682,0.0013499595551596385,0.009504696850655204,0.49309343191466526,0.26354940378819064,0.03417769269768415,1.7002139187449492,0.02037935216758881,0.002073486973259326,0.011773145876840772,0.16710823472413058,0.09620069566543564,0.006579730747314434,1.1088455857371435,0.006713276828762877,0.0006883558683991438,0.0051864804714985314,0.14908956750566518,0.08299697715464571,0.005985967693930251,0.7591449226976177,0.004298745420693318,0.000987463945835456,0.004149721686324047,0.08378066865743793,0.047431121498982126,0.003424184169242916,0.5130186997529013,0.0025105526255960885,0.0005236378537635257,0.0035123424545030453,0.11304389573177813,0.06433543599212564,0.00250964559562569,0.8223032900717749,0.0035595504699779783,0.0004080203524137712,0.003492402128081657,0.07327006573486708,0.0452016558073199,0.0017863129931898825,0.5248195463959903,0.00243059659513139,0.00026811163593581835,0.0022397523980798913,0.604172502090326,0.3828736709432588,0.04901832148954398,0.34333344773939056,0.025115528977002456,0.0016795935045005963,0.01541296401788716,2.0070489435648855,1.1560055288655209,0.12109872280076396,7.355964195455942,0.09573871894442332,0.009227667950008567,0.06563317485574181
L-987,Low,0.02609199726553012,0.016476190352986197,0.0017035825503370803,0.20798821400846007,0.0060898725966466154,0.00034544724591614907,0.0026586393219297723,0.06563262984624926,0.043547659415934616,0.005087205714417581,0.512140688137964,0.014342618687084118,0.0008598382966213317,0.006843522466477111,0.19951141269633,0.11971717896584694,0.00853653198264377,0.8596281524403564,0.009845960660450083,0.0013784733828876923,0.009817438282904541,0.501017703509897,0.2665205934572991,0.03520914461579721,1.606121159905159,0.020465236429112226,0.0021212730481430537,0.01207481163843243,0.1732909331068463,0.09719097589231784,0.006969615321527534,1.1187344201007274,0.006951171327791062,0.0006766467616065121,0.004885073879760863,0.14819153671610916,0.0830022768366815,0.005935661070644957,0.7491889204773817,0.004174859674433941,0.0009776569589947314,0.004323397261121156,0.08352435377827035,0.04561072244743344,0.0033470262992450583,0.5191377022868573,0.0026115964873240543,0.0005183439902049367,0.003499121886797712,0.11051670468761973,0.06788727919587564,0.00262170197259097,0.8096757072855738,0.0035460739907566064,0.0004063548934648919,0.0035779923855433684,0.07353875838055933,0.04473247867951422,0.0017869973326725926,0.5409187661038533,0.0024032176395947496,0.0002713202916551423,0.0024059838483831714,0.6031513047579709,0.37975483286462575,0.050014751067289386,0.339702570609571,0.02547852113112125,0.001640535695461476,0.015060487751497697,1.971458172398824,1.1635180036167088,0.119478346902074,7.339390058285488,0.09552890605426993,0.009367251320157335,0.06465338997575792
L-988,Low,0.02630523490405569,0.01618373450094021,0.0017516223631500554,0.20515632858257488,0.006022472038670376,0.00033636185317875055,0.0024790812843079385,0.0663503838133006,0.0422259348153739,0.0052633096541371965,0.508267524785965,0.014568828595572837,0.0008737300380169096,0.006988197723434087,0.19810970529124627,0.12305837377315813,0.008516573799084005,0.8405975129246358,0.009987265176918475,0.0013615612331060601,0.009690516850370989,0.46357654329317466,0.2719187817275869,0.034355275634715146,1.6686706373382365,0.019587162226669962,0.0020784546836806975,0.011983350314921372,0.1669429380617392,0.09890415473303789,0.007015193373083708,1.116911035519391,0.007028764786530687,0.0006688927421598511,0.005070938127893988,0.15142222113591997,0.08570374582231868,0.006040860295317816,0.7624619297023296,0.004222415661042033,0.0010105291322524237,0.0042460312061773685,0.08477113672396856,0.04608215188108564,0.0035746449409148773,0.4954112488133686,0.0026972520665562443,0.0004920571075752924,0.0033780823198233667,0.11233894567695646,0.06621593988349542,0.002564258386183742,0.7806736573988924,0.0035727530140549305,0.00042232503066644153,0.003590780598450215,0.07513495428917348,0.04410835240301481,0.0016738285751553663,0.5635028665330023,0.002339393687209543,0.0002638880961027382,0.002412649518671263,0.6027178663398907,0.37767810523741135,0.05068322790779203,0.33509408469332397,0.025036743073752865,0.0016382027848329862,0.015370815132168918,1.9438301747794073,1.1960471050751604,0.118988885093302,7.189495024510719,0.09480699750841168,0.009175958525494406,0.06391285619090037
L-989,Low,0.024833839479211216,0.016154204620440465,0.001686709908527988,0.2002922751992908,0.006180098960387249,0.00032580359936238394,0.002584610550430328,0.06883038040746833,0.0426157592983446,0.005166192242449541,0.5256543799704761,0.014655012040464549,0.0008472573233374801,0.00684222197645713,0.2028734989282655,0.11924120383526643,0.008143373653071113,0.8643070382270546,0.009833407277728752,0.001428163996925971,0.009665878387115943,0.4685531965716417,0.2607745441277615,0.033222349338818326,1.670120589782286,0.020613131882044524,0.0020757750968304007,0.012190843672606484,0.17002047974933956,0.10315998820528192,0.006724910946753547,1.119083815368917,0.007064479539866619,0.0006704551452369988,0.005260577886890372,0.15195172206983684,0.08534364924496202,0.006057546938353864,0.7346670375081593,0.004213783739992739,0.0009667601605084287,0.0042368798141289585,0.08347670446342481,0.046509982040924026,0.0034276860151211297,0.5236483199679074,0.002632917192879678,0.0005227524216020091,0.003465247404102054,0.11350855750282308,0.06843572695532732,0.0026345033181894113,0.8206107167830263,0.003670010772186247,0.00041408565043542185,0.003439336011643459,0.0748689563017709,0.04603791848696066,0.0017577683738093093,0.5637733129522421,0.0023477333479745206,0.0002719491303401875,0.002275132686944608,0.5985217712523652,0.38197077761217885,0.05504484021066104,0.3334692863399463,0.02533434243149371,0.0017019872735584633,0.01548469619323049,1.9791643988708316,1.175701528784912,0.12107652738681314,7.357242868550042,0.09401985180504198,0.009135123684027642,0.06453444224477345
L-990,Low,0.02599614445226334,0.016325707236900876,0.0016939055840560092,0.20601272689664832,0.0059939248001370455,0.00034987346771553,0.002554948746795005,0.06825062984992462,0.04274374784588853,0.005251967600620045,0.5297495330380803,0.01417517082866641,0.0008381761048296156,0.006583002963266326,0.20503039984663812,0.12090298713310042,0.008723447405279444,0.8291385150597446,0.010196775588225656,0.001369986538689783,0.009422449372688048,0.49864110195587524,0.26537159380691094,0.03350542158199805,1.679731026991598,0.020755662602551843,0.0020787029715469583,0.012393840119598806,0.16876165080072633,0.09968895324971064,0.006760272090143217,1.1112810125029153,0.006809828330397523,0.0006776394032460181,0.00488252816251468,0.1464423767761484,0.08714913368737541,0.006069559070783721,0.7685209694793208,0.004377833401307784,0.000991306677097198,0.004278166947909065,0.08465067876947248,0.04679751824399522,0.0033599920747035467,0.48759192269726775,0.002514136128099548,0.0005039846028956984,0.0034067478161268674,0.11251659422325815,0.06635461138747277,0.0025844218049945566,0.8187785648103424,0.0035939303628953886,0.00040574289619535887,0.0035079031222015953,0.07274995182551014,0.043698680041026755,0.0017452940040277372,0.555312648581486,0.0023953459553384907,0.0002717960813411801,0.0023539398283323383,0.5902152260525024,0.3912514422635832,0.050583945389952284,0.3381026747452757,0.024523805833465417,0.0016451784211253574,0.015209499005308963,1.9763265256916684,1.1790946564137657,0.11920647603458875,7.354557791427394,0.0962734187070258,0.009107623444853361,0.06399698234995232
L-991,Low,0.026840453366332458,0.01636998965947355,0.0016655666473221421,0.19750631931864873,0.006052879565576819,0.000334070151657888,0.002613587629718566,0.06557866678282911,0.04249356408070322,0.00517115736343012,0.49354905496696205,0.014758814299190846,0.000809358775821667,0.006833499576060024,0.20451515483341304,0.12062586693632799,0.008500987165398197,0.8507330791546194,0.010085452446206955,0.0013577328463549843,0.00992820241405051,0.48669882987687824,0.26909069261349244,0.03352201076458479,1.6788536066616386,0.020452714179148745,0.0020522159773216668,0.011808650104427379,0.16822834602125006,0.09954511362141812,0.007083306120264613,1.1516947648182334,0.006687206619048779,0.0006698958252085539,0.004936371808649128,0.1581816981085544,0.08614991455647641,0.006052580131481146,0.7537638828957471,0.004365213285381029,0.0010119394764162035,0.004267784372126222,0.08394445773592932,0.04632506095377228,0.003387635138434661,0.5022659210354578,0.0025635985573514617,0.0005156137819534503,0.003350882540644069,0.11295420812166669,0.0687824584395182,0.0025890460013323854,0.8011361713027831,0.003519271308648489,0.00039732026533847623,0.0035330222544680523,0.07487245090948944,0.044328745423979486,0.0016841611101040843,0.5461325310495472,0.0024013785590370354,0.0002733471355910506,0.0023448128423145982,0.5832009682790149,0.3855426567906847,0.050950285704425544,0.3473742126453323,0.025788812628134265,0.001670081174105365,0.015277732922295404,1.9478426928273813,1.1739338820495986,0.11957929649319789,7.259559727726809,0.09556995787586073,0.009258138384313054,0.06478676098406047
L-992,Low,0.0255563175621903,0.01631458764843233,0.0017274116690941803,0.2051597711045103,0.006218556106044231,0.00034841814030292555,0.0026075944508133666,0.06997813598640724,0.04184114007560307,0.005186590923016048,0.5124107466755168,0.014721490399548799,0.0008197428134463152,0.006837132205842735,0.20356969194647634,0.12305003554383467,0.008613767683751779,0.8397026381675734,0.00989907935047839,0.0014216947935543423,0.009547980106236434,0.5072715558144846,0.2625779215935677,0.03372955332176491,1.6717178465663647,0.020281586762294194,0.002124437256655226,0.012256456691900923,0.16300642665685391,0.10093605504289223,0.007169412860598811,1.0980610549648924,0.0066578782774663,0.0006763416216248239,0.005142071641671585,0.15237226588990338,0.08651827379220325,0.005942179431732803,0.7574694450608215,0.004281803259028702,0.000982578633148652,0.004279408318652297,0.08449137486832159,0.046811565662810126,0.003486084563709055,0.508736637383391,0.002565218439463734,0.0004991293403997401,0.003407340069481457,0.11227824514106469,0.06642698860953727,0.0025486852465394527,0.7754919648995585,0.003621204443601469,0.0004091588554258822,0.0036502629157615226,0.07650139818762755,0.04450071350971561,0.0017320235633988147,0.5308919280285452,0.0022811221541462787,0.00027384456361186625,0.002385880740692372,0.5929170737385373,0.3944418930644684,0.05143601167871582,0.3453737527540173,0.025626480679430446,0.0016603497991284524,0.015767972788581903,1.9876975322651458,1.1723603399774485,0.12313303001265404,7.3047996633879935,0.09645741034052621,0.009107290401688051,0.06522490005615816
L-993,Low,0.025312845153403252,0.016138461099995817,0.0016762833136755731,0.2063030610585443,0.006038525584727761,0.00033815659666907135,0.0024851968561739697,0.06638061535074644,0.04329514683093557,0.005235252731008712,0.509542942214254,0.014042605681470822,0.0008465949433750769,0.006643209715096693,0.20974097462109564,0.12123300595374152,0.00893165416748452,0.8324367484212964,0.010247884266131635,0.0013432978995691872,0.009748973165213082,0.4790020219208517,0.26933742716489995,0.03331625730054599,1.6838738640789617,0.020965244428624213,0.0020626049226535152,0.011424059083360139,0.17022517914108923,0.09424010869946049,0.006907697122072498,1.1361000088024678,0.006913816351211396,0.000660215699396538,0.005191858361255428,0.1481605481828792,0.08185606108517181,0.006175022715370265,0.7268553397347657,0.004002159939525717,0.0010524660891334556,0.00424389156766494,0.08473457785905938,0.04649131138664438,0.0035259931812943648,0.5095168573666488,0.0027375196729194583,0.0005294430326176673,0.003344041890143726,0.1072548611973114,0.06759032341138765,0.002672175720495116,0.8308056152937817,0.003633641819621141,0.0003936619644679148,0.0036669554660174264,0.07598135219000196,0.045286449030563496,0.0016660217506378843,0.5567647501308919,0.0024666332870906258,0.0002720899520019327,0.0022677148522874074,0.609166698676196,0.39375317179954034,0.05214419691669511,0.3538454529755178,0.025905755933455305,0.0016781686126103239,0.015036019237059746,1.9862330574738307,1.1658248427553828,0.12238057451832814,7.416360857195287,0.0960490364784545,0.009271091575416735,0.06416976212190827
L-994,Low,0.025475919870777443,0.016273257735856344,0.0017087560259286799,0.2097232551932655,0.005990252894178808,0.0003327472416803485,0.0025480067731619795,0.06858973299197807,0.04241739078453393,0.005126617581357059,0.5274271189979883,0.014396262404503712,0.0008709080350564442,0.0067736049227327105,0.20725901959290197,0.11905471852648819,0.008378202166192058,0.8728433062721805,0.009681631302676916,0.0013795694592872525,0.009538158139891135,0.47435065450115604,0.265629043490038,0.03398552118939307,1.6300830977256207,0.020886299013298557,0.0021183042430253807,0.011736567185619483,0.17220014893402338,0.10084562289037206,0.006706199224869789,1.1600460452079824,0.006675359396191748,0.0006865359698031953,0.005099387750762827,0.15548455230638708,0.07990418131682042,0.006006450975489284,0.7653009957712759,0.00435151546068291,0.0010292715253678226,0.004152186946407775,0.08372661366115139,0.04650954559537349,0.003352734116821783,0.5011884392842179,0.0025297860095657505,0.0005314742592461481,0.003335433671924684,0.11456434066963964,0.07061610672300153,0.0026580777949829428,0.7968832132867488,0.0036603250919039275,0.00041089102122141593,0.0035670369236690197,0.07443947320356234,0.043638161136712816,0.0016652429827548724,0.5398583742425043,0.0024171774519010864,0.00027113395913255865,0.0023079193084346848,0.5771053955629225,0.381942202108713,0.05297192460353024,0.34760164396285004,0.02509597187916684,0.0016218169656111066,0.015518577082178926,1.9605378524820622,1.1711729704475753,0.11882637603312421,7.403804078083029,0.09490894430166605,0.009196735082182566,0.06427182455793834
L-995,Low,0.026331733213172632,0.016255823713402184,0.00164643548614865,0.19954003828621145,0.006063136911884655,0.0003215546244877403,0.002504813553659366,0.06768090747635414,0.04211431622035811,0.005108185329909517,0.49438380994215975,0.01387796309112692,0.0008306062051331742,0.006664510844613014,0.20199354380620377,0.121239122256462,0.00860603235273008,0.8447138894988118,0.009977405413915058,0.0013444441496872539,0.009650429438317572,0.4808324558424048,0.26710217805122194,0.03272786155539548,1.7243459305442246,0.020188290908471768,0.0020779267302816567,0.01207650172725185,0.16889580506606433,0.09854041355890178,0.006996827786944741,1.0892244058690437,0.00675957861308412,0.0006657134988029782,0.005224220572397561,0.15565585609675098,0.08300910394161587,0.0059985935372566645,0.756294571217661,0.004100927764109358,0.0009771544650719007,0.004153140624038776,0.08775475959210996,0.045820826171682,0.0033693004451528703,0.5053448400601672,0.0025395322171084408,0.00051773946093885,0.003598351375448515,0.1118077742577167,0.06631006983719753,0.0025245186535823314,0.7984207460062961,0.0034726882910190325,0.00042000285608469434,0.0036120528617735936,0.07352515982627125,0.044845944985292756,0.0016864480784528168,0.548496428966469,0.0022792344738626394,0.00026853626390870884,0.0024102397217724883,0.5991730197943487,0.3811901800229101,0.05204968424409064,0.34895194148356856,0.024603038040383562,0.001718342590283625,0.015669528414945972,1.9923115979895105,1.166929962460958,0.12083771389791778,7.404264529995641,0.0969563203558883,0.009204888534589083,0.06510439405086492
L-996,Low,0.02562403824679372,0.01605351075708592,0.0016845651621578952,0.20950794212990545,0.005924723595716436,0.0003350111941096912,0.0024347933189521566,0.06778368307678242,0.042577008012183004,0.0052401506994353446,0.48951291552596693,0.01431634237098027,0.0008527343877740592,0.006919021010401143,0.20308723125618702,0.12311377627315795,0.008459320053741897,0.8653698936708951,0.009824679103718186,0.0013789485145058859,0.009504581335061954,0.482249232711452,0.2692401021591623,0.03450199183737512,1.752751235076567,0.020232800651084532,0.0020022993123576726,0.012289033678141423,0.1710213953185458,0.0979158960929846,0.006747037960725471,1.1382788856711636,0.006932952686375392,0.0006691262920291208,0.0050866155929040775,0.14680938309346833,0.0831877032492544,0.006221426984944132,0.7619935236004131,0.004334303424243221,0.0010104635321246168,0.004185255388040252,0.08288062849373981,0.046117867169410055,0.0033885979933167085,0.512481484647741,0.002498005859521474,0.000506640826990494,0.0033470932789256883,0.11229425143821874,0.06492996237430608,0.0025011943735465674,0.8156502152966841,0.0035283363787442412,0.00041585257128295386,0.0034362117047563754,0.07597743905893124,0.0449937650424095,0.0017025687399388808,0.5614638857559479,0.0023890606989927345,0.00026977739256607775,0.002423459780427758,0.5797668510392509,0.37893565989716627,0.049226712836715335,0.3256211764622947,0.02540737974295747,0.0017099369644404424,0.015107520876294633,1.9596125434695173,1.173850776084647,0.12303326655951845,7.356541143614985,0.09546246426330028,0.00906379780981284,0.06440654739498695
L-997,Low,0.02553493567538897,0.01532713339420014,0.001744555072718427,0.20517968787649504,0.00580416099717045,0.000343340039753214,0.002437571793860182,0.07249433123416947,0.041571604489059374,0.005213847170398416,0.511326025500535,0.01478691732988199,0.0008174398603859778,0.006991904104485047,0.19824694999674428,0.12106967495704556,0.008737780846608185,0.8264646600859452,0.010117119096435392,0.0014209212994846776,0.009597037840741623,0.4948375716849728,0.2630111637034257,0.03338274930617273,1.7122631093669045,0.02033149556960537,0.002101199416290404,0.01202818198251197,0.16842124420548238,0.09760344702005953,0.006790595760699113,1.0638339375786479,0.0069068582530318464,0.0006853473528169538,0.005140849194368702,0.1559559360593257,0.08914529068728089,0.006045814090143773,0.7648134957998888,0.004149256519291701,0.0010101223195996224,0.004254101389634813,0.08648605743746408,0.04766548316398625,0.003388180651846092,0.5343204810663883,0.0025975013918201847,0.0005064328425126022,0.0033238159276931458,0.11025121299447813,0.06890238038954041,0.0025670015302424855,0.8278739528126371,0.0035720722364236024,0.0004041995243287597,0.0036602774148849554,0.07531794941552346,0.04469830991713479,0.0017056472085240654,0.5475126057463093,0.0023791512880193357,0.0002638162987842177,0.0023654833334752073,0.5770099699349626,0.3775739948045738,0.05224282916048689,0.34075489566933886,0.025355006721088053,0.0016614561197582948,0.01484029363329217,1.9725767811188315,1.1830895149237763,0.12242880536933855,7.356470341902843,0.09474336083998025,0.009205650805605621,0.06513881218319242
L-998,Low,0.025747981732264696,0.015817673637495398,0.0017417432069461029,0.20540867231002288,0.005923419471637649,0.00034638581784934554,0.0026271333221409695,0.06826449988302623,0.04292123215128804,0.00523186558475399,0.4879201258565162,0.014365600936305168,0.000833370009897966,0.006857088389979358,0.20414929903244275,0.12089411673001918,0.008409077140840994,0.8355951640006191,0.01006447250773167,0.0013741101976863697,0.009641515458537446,0.4862763635678521,0.2636458441934443,0.0340660184651242,1.7143286271666383,0.0197955123806035,0.0019932105188373095,0.012241100810804102,0.17399039305592026,0.09887217485137342,0.00673435723665463,1.1243683584457498,0.006656030124869228,0.0006707618868366562,0.005088828764186778,0.15047427435238814,0.08616501462461022,0.006176970901903413,0.7848607546881883,0.004177994414138138,0.0009996475664058317,0.004245192345358964,0.08673384089454012,0.04601522423476697,0.003404868899154266,0.5079330847753629,0.002588353872775734,0.000518162123855048,0.0034132902943206675,0.11299759443015761,0.06700302012274084,0.002639037758003695,0.786680326431583,0.003504874031178298,0.0003937896669013234,0.0035512019116071213,0.07328619678710124,0.043594897297752476,0.0017636127650964978,0.5556167417305495,0.0024203092985272887,0.0002694860450731209,0.002356529713431344,0.5835761680074706,0.39417201608938834,0.051050814201149604,0.3548762619462964,0.02494342003700504,0.0016981205438176118,0.015459735948444995,1.9499274068236863,1.1847900969296412,0.11976447219418063,7.385374847674002,0.09500848291739714,0.009215636497403965,0.06440484154740024
L-999,Low,0.02581588779489128,0.016012412723932345,0.0017029496805717977,0.20979479137877552,0.006045368542271521,0.00032765894859034124,0.002534507825516395,0.06697968821238642,0.04147647798391554,0.0051133810444598474,0.528592781378179,0.014692424959930932,0.000854913021899005,0.00704844211462484,0.20826588335406737,0.11873158540857803,0.008694311532599405,0.8309479538555117,0.009992191706930836,0.0013562767358595307,0.009576857938966236,0.45915490758227495,0.2699981351055913,0.0330557113462254,1.7175511802132504,0.021295012792390017,0.0021236564454301427,0.01201423788964081,0.16105737340634857,0.10067368164215007,0.00684759593949939,1.0933240989463013,0.006949348328603229,0.0006708860313737313,0.005097640488453031,0.15743266031315734,0.08671784351403898,0.006005550461097038,0.7724134308191049,0.0041985240981025585,0.0009933589471922944,0.004213219016155796,0.08446098767433648,0.04815060171021246,0.003377654517037949,0.512422348665642,0.0025529605872155027,0.0005043391114249076,0.003345224077236035,0.11181756535071176,0.06635036331870675,0.002575215495595096,0.7872639262661528,0.003548025136917436,0.0004048085053278636,0.003380797548338973,0.07246763543325484,0.043356877689672974,0.0017492992103406429,0.5594199103760972,0.002395685201912845,0.0002674542966047564,0.002345646989759866,0.5974288524072318,0.3827686309593933,0.05075890281789059,0.3458476621182639,0.02485282037803503,0.0016735325580106456,0.015421147610848866,1.9738334175548884,1.1773608859389986,0.11983185362520116,7.3360090045986395,0.09550405693026069,0.009207056183619292,0.06496160642008347
L-1000,Low,0.025374985469271694,0.01641820899360269,0.0016844903163766793,0.20852854667991105,0.0060800883384289645,0.00033828336009626806,0.0025594790580753934,0.06604697887450435,0.04340208444718801,0.005219180975993348,0.5123001929156407,0.014880149332970084,0.0008500818091487408,0.006960515191009594,0.21112552466593437,0.12246915028494036,0.008909346466825745,0.8587495790626354,0.01022354312418173,0.0014218880017087938,0.00943266645352301,0.4988892001323203,0.2578201561071611,0.034048390153522914,1.746129356372244,0.020156041355666066,0.002073525891639009,0.012374522586782353,0.16426602509110041,0.10258867955674524,0.006644784168564379,1.1130338317716784,0.006539957343437585,0.0006800228537550809,0.005096448879592891,0.15283194840416744,0.08436834409898619,0.006039553584617258,0.7662450949952091,0.00423296074315856,0.001011509063701465,0.00422388505331003,0.08675249661782124,0.0449727673427739,0.0035367256787543536,0.5259313044664549,0.0026482205075417753,0.0005145432113745119,0.003344503658084031,0.11062206473778989,0.06689697219592311,0.002551415754205513,0.8237133288805761,0.0035287317028607373,0.0004116536353694008,0.003528870501972343,0.0752575408644739,0.044003661130132925,0.0016912969941309012,0.5640864449218276,0.002301390563384542,0.0002762501441611553,0.002375836874048769,0.5848457229932211,0.3785794583205659,0.051969408838655765,0.34822345130589333,0.025816284468194586,0.0017184809090825227,0.01532429201122344,1.988617990657904,1.170856681389487,0.12092239112766881,7.427304797968531,0.09582280283488864,0.009142600797554084,0.06403301305144211
