Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
NON-966,Non-Renewable,5.165484987277502,3.269773473317746,2.178532651827892,20.128444437221475,2137.546267096232,6112.139018147028,2605.8525338195695,381.9999895334057,17716.727262492957,4016.817138379967,948.1834324916053,260.21247596094713,13410.793410323033,3496.576027544874,607.1985007925902,238.43537738223793,8462.08909597623,2243.418021657026,1167.4527518481289,1419.877368323421,6111.199519147933,1014.8083817215929,454.02314728851167,83.76240158101832,4538.284133535834,26100.92845110724,6135.580470445405,3359.142235228491,45501.71206168871,9415.217837450211,81.13094118451095,100.79394573934061
NON-967,Non-Renewable,4.282760492021485,3.471810358510663,1.7928798700346786,29.857287828245177,1947.9002045221637,9411.99204704228,2075.386671390826,628.1974632204341,6664.369942498587,2999.078324877878,1493.075270940952,268.9090199158652,10563.411958819808,1412.1455680796935,722.5832543841373,144.10099179339886,3573.8853814391114,3284.455135060327,418.36090060190395,1185.3722736012794,9872.307039322946,1673.1875559796547,602.6342492257152,65.36285972997368,6820.287381428976,22068.453708311055,3817.989459421842,1852.683180610946,53969.119189096346,7708.261959705712,80.65570939842485,224.4144659742185
NON-968,Non-Renewable,6.263623750202358,3.7326298269027345,1.453079106067219,29.13247292741609,2226.4496144809636,6133.507932785792,1803.0847241793392,651.7783778266876,15402.695236421487,3842.328449971057,1695.953611147852,219.58803663192717,9948.80466036293,2258.6949787994877,617.4171891248899,122.87239899143894,4079.4711739535005,3094.073994216699,1604.2039732716673,1327.8620599720823,6246.1272684572195,1988.8021301569634,472.31312152113776,124.79608545362858,4972.538702776046,7710.487426454008,5497.698010978653,3579.761180988018,31800.481919782193,7392.61175232342,83.05466617587032,288.959860792457
NON-969,Non-Renewable,6.217869365699861,3.9629254702454073,1.730467301723128,34.100953563375136,2091.5625315309044,7792.726603226776,1873.744492901612,675.3175035087347,10287.21092149065,5267.3375091209655,1748.1925931289406,257.2355745261103,10453.495402988323,1320.3356991387584,919.5766646129007,178.20062194506096,3468.5814658450718,4664.689704324308,1100.7990498725562,1043.3657243171788,8809.056408952889,1075.6002682722822,719.012786977305,55.30489349127374,3777.188553566768,14742.463957002285,4351.073513435318,1679.8645020013546,32480.487026244795,4085.7801796747694,81.49384784849713,508.20025122218203
NON-970,Non-Renewable,4.300479798730194,3.8626718130742095,1.7400513649413791,25.235259319617946,745.6010665333076,7525.267263256132,1268.1546658631191,628.2192920795231,12209.135760299245,3943.74337702044,1304.0423592557504,208.4880442765733,6968.720687766554,2680.60480236703,689.0028129773566,107.57660771152077,4921.7498205634,3325.4798190722595,750.8471849462446,1666.648739278624,6268.912361278427,1161.3165758745333,592.2534617052519,87.48516161857182,4699.817359383831,14901.483645692679,2229.9225231440814,1461.8027537442676,42101.00546662846,4212.273707854552,84.15681310495536,249.66159662686212
NON-971,Non-Renewable,4.338228239734878,3.4624424065037385,1.8365200499811358,22.998694084660375,2315.417236470879,6489.423929200446,1737.4049846787443,794.839787128823,9127.59195292754,5420.525166430916,1192.0793528139666,200.43575023476933,8679.131614585482,1208.7467097826134,884.109947751662,62.810560296765715,8759.203820460603,1859.5558682762862,1243.6525150823581,1130.8188170758901,7068.7058440459605,1041.8085997526669,543.4960275897195,102.60365633443591,1888.0617465741257,10363.915189014402,4356.647938546469,1667.8154670136016,53946.35231575843,4924.854971546377,81.1677042986227,284.12344970767344
NON-972,Non-Renewable,5.075117306637987,3.0279185452295696,1.607383994611199,23.797700313799407,1949.7260058018617,1375.6156825244784,752.613672905838,439.7227054071765,15534.395095127024,2067.5663100726206,1517.6644852026989,425.94337036877516,8975.874154366578,1676.6205476693876,823.9271489644194,143.65349296577205,4699.672048520335,2950.496024766873,748.326234208747,1591.7023125025476,6158.119965213891,1545.4502435847298,784.8150446046234,91.21689934683995,2968.1886216449157,12315.918498053914,5313.103855352509,2071.3343998857467,36287.78066487373,5458.029010367001,82.11642674156174,287.44586694843304
NON-973,Non-Renewable,4.716778946962072,2.6181102256405184,1.4878557856926384,37.98606808815549,1831.4128509282632,8658.214752495456,1734.0007471237698,667.0970938911964,11390.650364683153,3720.5916759530205,1597.6207095258237,240.20512077639518,5734.758582246389,1420.264148753761,495.2535185112335,142.45881493290997,2130.1500070995676,2979.9267917913558,1383.43245194282,949.3499942015067,5332.938886712803,2312.6069549091594,749.3672091451778,113.15839158819595,2973.845723437364,18101.313574028733,3524.4841812774885,1293.1377104185337,44067.267717592964,4169.878984989535,79.85657945304104,409.5538978166287
NON-974,Non-Renewable,4.493844845482352,2.5987492724409775,1.582176835101537,29.379222687002112,1868.811866998015,5493.1532959439955,1988.041558609365,548.0986629600266,19236.673702205168,3663.862911174622,513.0525336086314,242.9590277768134,10146.352048997507,1092.647347190818,634.8425682783632,127.86253336069738,9538.557674600168,2092.656007457534,1280.4029632520505,1072.79729946445,8173.958208111833,2028.5520443224457,548.7213703303316,95.66092496789842,5871.867153764762,7858.257265846686,5627.606591095781,1343.6240821994143,48357.35763551412,5066.995077126083,81.91176081820495,298.17881176620847
NON-975,Non-Renewable,5.007715634523335,2.813204063379828,1.4877237108024084,21.50199471988888,3033.1761422022587,6609.553761173981,1535.8133309096343,717.0898277560103,11355.214926565042,5284.644947179545,2176.810817517137,369.250329016997,10237.972699866667,2501.992377545686,696.5298234281364,51.79612142123655,4634.758540035148,1845.3608382624634,751.2710889102973,1734.0813200419548,8665.466868050882,1554.0937201017816,628.0273487150279,29.48248909719929,5229.37024682265,19881.406262320874,1333.328816958106,2670.7015368298516,20915.997619513262,1849.1476842457364,83.38521736936379,224.0258731317852
NON-976,Non-Renewable,5.074662170686247,2.6883374415821724,1.7572959431522097,23.02103130554389,651.0477055520228,8412.853485759799,3343.865482819696,574.7947107607063,17922.531025908032,3978.2463303921168,496.36507206299825,253.4964255140058,7698.609252103318,922.8956466122954,693.2620772448106,103.29999263866331,6334.526591385776,3366.3569256228193,1524.0003529789678,1111.2861080920293,4456.144115126026,1068.0803295992837,401.29959090052876,180.65924444110925,3952.6920892052376,17726.705026809534,7255.676838223131,3073.742682642181,41026.76874912973,4369.971380713511,81.47051709792271,191.92539697718712
NON-977,Non-Renewable,5.443667073337788,3.524487788682273,1.8828504654743927,40.04340869083687,1114.3510219871418,8109.402812425242,1457.2976441023334,427.20668831651756,12503.661283781741,3784.2176231552007,1788.5262314490324,143.86093762705258,10.712000000000002,3389.5962176956673,341.81912053005465,185.9670792301014,8769.573740464904,3728.6694653069426,1137.8451557875526,1376.8356828182762,5580.577784583246,383.73973727442865,414.6640121527867,78.12527842667426,2672.6518836005007,15427.84574301674,1850.086592259092,2993.4248935214646,37628.79331096483,4145.297648494872,81.66192907641965,323.041027505522
NON-978,Non-Renewable,4.619108635746244,2.805210311763865,1.9523607388194613,21.108683738256616,2387.587705810033,4209.971337010747,1033.7198127012307,634.815692103093,9494.457548212698,4206.068697973433,1484.8332070155652,325.7816294188374,8970.562208338635,2492.5546941681564,467.9639131503617,22.606252042044844,7381.755642737091,2853.885143962811,772.9753168529753,620.9947990308757,2740.963561140344,1360.722948521883,781.8907993825898,92.73681297585252,3564.1087675443823,15057.96403362576,9197.484183283868,2661.9061723437053,26968.307795263147,4957.664867623299,82.33820752982126,218.28828282349747
NON-979,Non-Renewable,5.204077807841609,3.212931256148432,1.8747828381812024,19.610867045958663,1853.1138366073747,4225.807982636723,2267.4350876711324,533.5250575828372,13281.950065102372,5142.686393475288,1363.1866039988327,375.38614036646914,5330.215576488798,949.7072029473854,1015.6459727637572,151.73150973281633,7158.172739939254,3760.1290138744444,725.08892615658,912.6058102365323,8100.563936347595,1163.3722991599295,376.24527826252324,51.92421621892721,5482.466099924919,12459.423212090276,6886.393979084067,2492.1118762679025,55680.319770090755,2284.082797089291,78.96634958192544,545.4335576217978
NON-980,Non-Renewable,6.052912472111532,2.810265071864575,1.7838209731636898,21.765974379641378,2233.074609212345,2724.435145420306,2261.5810328408393,395.081294374755,13825.389979839838,4144.896330497802,1438.8198211265546,280.8004528624589,5829.071196672567,3070.727533178546,661.1789752296276,132.24766222065338,8749.580722481214,1901.917729189688,956.0090411489115,1180.4358983554955,6126.0965648094025,1470.795167106275,371.66592700330494,95.27498926493669,4317.022076553529,22019.91261081562,8266.720461053852,2277.698357561731,53285.304752707816,3785.911196246946,84.35966355471987,312.7651293755157
NON-981,Non-Renewable,4.434969624290142,3.69145945814743,1.6067250316106771,28.27443241227257,1157.9319154779885,2549.9239984383635,2131.417045342844,483.1807919564831,12567.230583609222,2579.352625831998,1415.651933959677,391.4184164063498,13739.74074234437,1514.077640785602,386.60936486449583,138.35774426270603,7665.41024200614,1180.4706634175138,1169.7197334221607,1807.9312773472607,7760.482377992117,562.0529458454054,270.22947244803765,72.84715592680976,3894.7306144042313,16926.209766336906,6601.428562082983,1968.9791022437762,41646.949516254106,3231.580004978353,81.2442695939119,444.26562186535443
NON-982,Non-Renewable,4.650872816617049,2.8124567754451943,1.5498698050217037,22.536016021744665,1825.1227365902928,7289.820843834898,1952.557817952814,614.0433663924277,12498.241283999423,2416.9535008976036,1290.0578876855689,288.30364028425834,12563.036471063988,1230.8924173270468,195.4586405937116,146.82676555826203,6669.457960097853,2542.462336514446,980.5734050862434,1422.1619809130434,5700.230578589824,1196.5496247126239,493.1358291205288,53.733670570557244,3884.221836646467,14860.944455824629,8232.628042862745,1969.2162184816118,40955.74829420784,6343.063152912851,81.10574701583214,501.3949090234134
NON-983,Non-Renewable,6.655668348494955,2.8352608431526303,1.4497163207594308,29.849224528738187,2690.5219084080013,6293.76443748864,1591.0363511103396,394.1962937113617,14281.188033181465,2967.9075546626,1026.4371679417388,347.21226745794104,13340.696756345442,3078.288597162902,249.3222106499507,114.9451203093398,5266.034606505251,2688.1047063421065,557.669462780819,1315.9391885188502,10104.389204967636,742.5194259474893,513.2733040015654,143.00367465017797,3753.135317487482,11510.874130708016,5636.451182447235,2649.945423561091,22897.805040080304,6526.137170515371,81.76414218922348,263.5898106246962
NON-984,Non-Renewable,4.567905964532412,3.704510792208116,1.7464543064017986,24.909540589792663,3138.5222147243667,1797.7438021009511,2853.1476404936857,532.6088065510338,9010.543892185784,3091.749039878119,1081.779197981381,411.81874538987813,10743.400973264548,2492.7537841610338,511.9365485538509,143.75274509676504,7790.121251073655,3721.0335525127807,535.5839831356516,1398.2283551790783,6287.185817211639,1516.5710495199235,381.4707351745401,152.77402028847837,4514.054567590389,12237.747829979966,4449.167461347592,2732.826774364653,47390.777963099215,5039.288639523261,81.5805054361606,452.4332760868242
NON-985,Non-Renewable,4.651557762301991,2.528638062682174,2.0783194607283395,21.24299330527451,1485.3338436455954,5785.060574562249,1191.341653263176,688.3026644317957,12937.753697415086,3397.165595825246,1081.1670162976218,168.22124766096664,11002.474930864186,2097.1207195121124,535.3761057016512,163.25303648670595,9144.4053315591,2717.6697511251164,891.0214725707241,795.0471471374874,6262.36561417222,1126.6046545322577,286.0868547934916,114.01219665867245,4534.25908001055,15562.145456420072,4674.669485414297,2773.7459759061603,16890.60400767432,2264.3709814842227,82.22553544849696,488.4323850441044
NON-986,Non-Renewable,5.8427307357801155,3.438033356593675,1.6179647211541657,17.493373895635987,1093.8646124580632,9702.611285005569,2112.1068880683097,488.26134341184985,16860.824351340423,2841.8939699070397,1518.7059255901363,283.4696334584887,11515.086759650269,1757.3208149266957,457.689370855608,99.64184452764106,4373.966083462428,2701.718652018903,465.1867655163282,697.2697582794664,6814.9543717660235,1271.5670060518614,513.5901336902691,96.11004836212693,7966.444301884529,15814.041132853736,4644.651866727467,2232.596652513578,51073.11934211689,4836.734458982492,82.7093309323669,387.35340225118944
NON-987,Non-Renewable,5.408073666855821,3.2359627633115733,1.5847023415149457,18.727830078958917,2066.5157870266457,5455.787144531259,1630.1747850350562,477.94948446151017,16150.261075259668,4049.646902780996,747.2700429758837,392.81228038597123,12286.36933120481,2437.2326665623223,499.48417955401635,178.8243629508937,6319.77398145301,1655.7466548108544,1065.0934421834456,1447.0837128342318,7626.4182944152535,440.5960326371494,552.0893207813797,84.6117834048576,1235.2900058133127,18428.89141312037,6534.807993424527,2145.2604920990557,25904.858461786207,7082.1673042606435,82.56491613483509,411.5775582673077
NON-988,Non-Renewable,5.027901524874909,3.5341984338574695,1.67148944299871,23.309669319418813,1934.192519019234,6624.918695579306,1742.279288210051,524.1677220597647,12505.462881837006,3268.770782228954,1909.2341717257973,442.7434746973773,8849.452038750987,1425.7249128988092,579.7471780230844,159.55684024115592,5782.0149729300765,1549.9722261264476,920.7646637036419,1261.339477628366,8407.550727666063,2208.048684695205,396.17123053193046,75.24647801266697,3733.4521568592013,10448.696722158413,4073.089052137056,1707.8664163711537,42521.4632307867,3618.248565611816,82.856782512866,475.0161290314795
NON-989,Non-Renewable,5.540988295130287,3.413687873925618,1.934072986170312,18.99819173830426,2069.4214292496936,8962.078178740554,2434.9679206316796,416.75007772595535,8836.144801787057,4313.2973803202585,1085.354519916808,263.6240777089315,7309.647775441384,3490.3491402363306,777.3121174356969,140.99465769584552,2661.9895238922345,1959.1751390071704,951.6291456334641,1102.1888099125106,9675.929558396525,1396.517899611958,669.5918279201369,104.20256609443382,5432.381549138756,6834.007994696494,3083.16018421705,2775.3093725419903,56953.758967812624,2259.1551731659,82.00084980247136,166.69467193447628
NON-990,Non-Renewable,5.255978029359576,3.9429343452879864,1.9898896142192293,23.852766956764818,1710.9223992527782,4779.184792760478,1246.7614383656187,829.23354603756,8033.422581697007,4720.301675123955,1562.1189493780055,249.0067038847625,16232.561740239236,878.2221620658972,673.4292727226527,115.40726842110368,7893.622588614251,3023.5779083592906,409.5018634135075,1545.1389463892901,7471.296230452086,820.4579376029149,414.27372784087663,50.84537477171043,3855.2720132058976,15931.023234338138,4723.725816318494,1868.7128717498358,18588.019446803213,5438.599233376139,79.96067250414798,344.86941695212863
NON-991,Non-Renewable,3.781021889903177,3.489463380003027,1.4199797511668562,23.974868746432,1953.85394839755,3133.414956463917,1313.3533670788363,656.1080130775141,17698.02578665238,4074.9370043765466,1005.3275903205513,189.20633401579,7319.856307651752,1983.2753604227157,755.729010039933,196.48941361543024,5807.908929795238,2106.198965159948,604.6815482345046,1051.3208698966328,3468.7200303620343,1034.6764362771758,246.83507901570934,88.37818644764043,4813.318127189808,17082.67365288406,6536.5106132544515,1555.8426275504512,55980.99237343786,5950.189514083195,82.65110194337329,472.3274961593071
NON-992,Non-Renewable,5.0422186053662195,3.4623688093925074,1.6720974093874912,27.90069486642246,2424.609344723355,6272.664379020962,1471.019033225838,515.3713928309505,16162.821893562092,1730.1805039984213,1359.8874699272856,344.7956344276406,11426.31068394938,3487.044878590438,299.9277239443804,82.60394483121705,6323.379836773524,3545.7187404805577,990.1199869693256,1571.9075739557045,5478.086998652694,1199.4206713879237,618.8927303384021,84.97464740624024,5548.355214007085,18656.19688837506,4578.351386006333,2363.4965717234445,32589.524783052086,3525.833502718743,81.57576588952901,320.36433234925636
NON-993,Non-Renewable,4.310147491291728,2.8381139285324823,1.7879546613593797,29.4549939403313,2622.9093705970217,3630.1923070983876,2564.628250113432,224.63633830330946,11158.479192567287,4277.59430129286,443.0615695071673,465.28944883708976,14543.55327591312,2464.3849867256777,457.6079749598324,135.28632343993235,7550.281680819481,1690.9292339584497,912.7419541924774,1432.9393767040497,3757.5062306440705,1500.1981219943466,155.80773230695627,63.68839327534783,3345.149110525578,17749.524007715354,4072.1240479529124,2248.7040976337876,30008.010211488494,4088.4467239641476,83.30551638457554,207.35908048624003
NON-994,Non-Renewable,4.104048415583823,2.9312724031890514,1.998222937618597,23.19691671821664,2358.688512508543,11469.606195868371,2605.6810919365735,493.31538593944947,11399.789128888719,4323.55639490437,506.9844925043468,316.29780194849843,8940.604640755215,1943.5223195321157,718.6452303098578,212.44466332495287,6472.970428530548,2916.273142922927,1204.0948162645427,1147.3882869210997,7801.776811687666,1278.717364475144,692.5919803005122,143.8490938249009,5144.372126502133,3707.201734365566,5631.1952934783785,896.5440148524226,43195.27729353244,7408.294460448876,83.1915497800207,309.9713091854101
NON-995,Non-Renewable,5.532894852661831,2.598328227389686,1.5165135620077579,21.722023857055934,1277.4393473261339,5134.384247781443,1263.168311322134,679.7810962081484,10396.768786041637,2416.6772571245046,910.2205686921934,282.6783374603663,8921.629348187504,2029.2274242585631,632.7492378807467,219.63598563579473,7683.8077762746725,1927.9714619884667,338.4437061061766,999.8334293584286,4428.055041156889,476.0971836857219,596.0383459821338,97.36126222348153,5832.123323005269,14810.02582090723,4930.303444988034,1325.064639421386,30763.578748815875,2122.418235926095,83.08246967176837,187.96447487293298
NON-996,Non-Renewable,4.7627417116471005,3.521249414134357,1.8641741314509876,35.212960468553995,3012.5710225113517,6414.013784446134,2374.9169554363207,747.9209159881477,9452.27174548142,5757.33050717761,1270.4735507028834,338.0018344139115,11170.728636358981,1454.909481321975,599.9816955780262,100.84559255730915,6397.949024162865,1321.5112152457684,649.7105785175947,971.3982366015123,6264.920668958695,2058.441807092214,661.6206426620132,93.50349513937184,6889.591163182838,16859.150517488895,6518.976192597718,918.3313898271131,26867.44735506431,6543.800852177383,82.67776336529388,550.2246916822374
NON-997,Non-Renewable,4.500612917736967,3.7221034789739753,1.7955483389802225,32.54517475527177,2458.2231482030907,3325.600998010962,1658.33936250271,651.349473006317,9812.736615570415,4926.865477627884,1321.9285916542422,372.6729098557495,13852.693364157083,2222.4097164641125,660.064334726361,113.21675098717668,3644.125054249859,4256.8966708572125,997.4367264511313,1038.1722466349058,6123.285749417643,1308.8308264627128,388.48026302035004,77.11828690547912,2031.1952915703073,15410.95164344875,7643.642966675317,1689.2205587230076,45299.07755083331,5808.495068869064,82.41122529589465,559.4454826387721
NON-998,Non-Renewable,4.974890295050369,4.110789379393649,1.6789040491155174,25.318055823112186,2014.3692544044645,6621.503239185817,626.4881879157917,534.8669244539208,13096.226364653785,1755.8517566900002,594.7468660610656,202.02317500939995,7319.877390797529,2030.0351676039936,660.4164344800588,193.94636504485828,5188.910820352817,2378.2234574017175,1298.0617243261538,473.8687679777987,9887.331436925468,578.4449037831401,666.3840268574618,128.1853895113808,6508.746688344394,11605.301771861794,5394.150195634206,1406.1372693520502,37731.36513770702,4754.62066847816,83.62467265911239,403.82646304827364
NON-999,Non-Renewable,4.873944740503568,2.7785040620566175,1.8653588334238977,28.556188932390274,1358.7955109574182,5041.39949540159,1923.3628691871475,218.00652921905612,6514.001125412533,5205.624571746926,852.67564407002,389.9990373160117,5206.188595560695,2472.886177557085,616.968551057312,130.43800032175508,9700.065633854843,1572.1963728235532,1164.967764452985,1311.262347723162,12852.595706126733,799.766856194436,363.44737633990593,127.16683165250544,3810.296475672652,12862.964168607334,7023.306275365525,1990.0276751130855,27483.048054028604,6043.729238419079,82.38334925831904,304.83463534956087
NON-1000,Non-Renewable,4.85121107737773,3.0421603664773995,1.5032659498862937,29.181291298754033,1459.6731637079397,4406.015461815073,2582.47500292717,702.0487069517643,11248.477413255161,3726.7519529136043,1473.402982359458,239.55110702814034,9558.824545694602,1858.1860431937635,860.3419396052049,205.42072913264423,8267.940050569758,3621.801451985379,615.1271859184476,1563.157228143677,5292.373477396004,449.4901967304969,322.3933032059143,94.42546769421047,1002.399642954083,18742.233581462868,6800.206827695336,1913.7123410198672,24099.78652900382,6350.080901912764,81.01524239116517,152.61313243441055
NON-1001,Non-Renewable,5.250528421280376,4.024593507598979,1.7890317116544103,19.289014262163782,1424.0489301963385,5597.707705707859,2746.863159308948,644.4461009643122,15807.041855505375,2400.316756430586,1537.9691546100366,209.9559258732674,9488.20345492107,2610.404359114102,554.2404747045568,70.48403360363376,5212.874120299063,2813.6851269604117,1193.6352569004816,819.4383456618461,5521.491066889315,1441.9578363095402,579.0011125271908,105.05370204120723,3892.415813524276,11479.58766876938,6898.060002125726,2966.4440782500756,31276.214339130525,4175.9061099328965,82.70821374542085,360.72449340569
NON-1002,Non-Renewable,4.719259919472385,3.031820138185359,1.6290109537381499,21.43227269668866,2895.5493014597278,4322.886357067395,109.84220584976492,248.75029257219217,14288.511330555051,4235.113905412324,1070.8808069096492,149.20111474527954,12393.74376148222,858.0855989735032,783.9359757406826,118.23645902502476,6963.57533990706,2247.1417404690274,1446.5390521267516,493.5749258815231,7639.802044023582,1163.0173361964291,349.12210129307175,143.01145460326813,2561.0490310717078,16351.40766693109,5536.460231013351,1354.235167256078,48674.40466888241,8058.1423876933295,83.69427476331042,387.4805693534181
NON-1003,Non-Renewable,7.034607391968207,2.537581547230748,1.4660943148961199,28.145361606514797,1564.9269943676454,6526.8808468527495,1324.9744891538446,555.0286329147144,18732.085102923294,2325.0450035100566,1696.7678572297032,337.8185103474865,4703.589854764766,2401.03953713805,710.6040397170616,142.80455536196817,6634.488048914762,2388.111015757753,994.2630088321895,1204.8785354430654,7960.069914939041,576.1394609955142,716.0551851908602,56.061194238270616,5280.488447164643,15577.40366048761,3039.2778351519496,2514.2942600860847,26822.319086132455,6576.699394274641,81.23916704989963,167.2274724114021
NON-1004,Non-Renewable,3.6581166334417117,3.343074624805602,1.7014979893255455,21.918065327930815,1336.709414468276,4279.915367440066,1172.1790715186712,444.38597154384615,9343.836964564187,3307.559455070946,1590.7956366161181,194.50171214176487,7868.687396671467,2083.0601275386034,453.8850515738034,174.49189103421378,4008.780783075913,2825.7275313425566,1316.9633002539288,787.2152574886275,5060.926176254351,1110.9540774854058,482.1244447537255,93.03670904681677,4090.1930491124463,17712.764597572306,4986.044989425362,1199.1109581828266,54201.49266085061,5585.043833257995,80.64609630938286,319.79684836369245
NON-1005,Non-Renewable,6.106536064880241,2.932669625943278,2.084653108933952,31.50473158167962,2314.877664096209,3219.757430242075,2165.6815732730074,579.144669955566,13943.278648641754,5558.812275345522,1211.9706831279163,461.227558912266,11328.056498241858,1790.3560026616733,1277.7594193498217,177.69485947417644,5038.059570687951,2780.425703474039,1178.1227616982153,1071.1259076725519,6811.922602087236,928.9289539484935,168.60605160475217,101.57362080441312,4330.4109270065765,17817.392887904058,4293.866428848376,1281.5275545656725,26576.550923076462,6556.2231985795415,81.28575457187331,289.7910827408525
NON-1006,Non-Renewable,5.495837571830279,2.7038277417152528,1.8616821567507733,19.538412738392744,2349.832462188433,5640.722043260046,2600.929002540161,504.5137860818645,15113.063339601984,3884.992333871126,1456.1420202195427,114.88620756401448,7658.325850326624,1881.9566614480775,1026.908906081334,154.83734266310842,2487.5021970937873,3099.6347721349275,686.0424207762131,853.1157733164057,6451.711799447015,1472.514635354734,335.5427018139839,34.725506424406554,3845.62055960643,14059.563307372879,7870.509583564018,2194.0519012239965,53033.21670680718,8206.086571006794,80.82155508324671,512.4363769297782
NON-1007,Non-Renewable,5.15493160157686,3.386889512766124,1.4980515864711808,19.900452344737573,2169.439381100236,4460.263132250691,2056.631510997395,558.7978243507047,14485.192905546437,4327.143183233722,1655.062089619961,296.98426399499624,10981.39022432313,1997.7044362342576,948.7528351352926,225.4170670644848,7468.05370932455,3153.4788998051345,900.7449726808431,1205.3959611623175,5819.9173926076255,1028.9708291769768,442.506369534711,162.2901303168316,3986.8490166417746,23302.80942356065,3589.2384713503698,2257.554401337491,47380.57551279436,6115.217532191171,80.8471112506554,199.72933751307673
NON-1008,Non-Renewable,4.869266944762925,2.94399418377154,1.6448634784112366,31.556622199325982,1959.1528659777787,5754.550459271624,1333.231499710195,534.5448799591511,6037.177686628115,2101.9012685210832,1315.1160326171141,297.2699087486422,8445.194493623594,2227.6447798074505,377.7402467088395,122.06101114343363,4664.925673376287,2625.3156058185928,872.2830767621265,1894.7157918117719,4772.817447310204,1332.5932227781707,991.3286919899231,119.77413156211307,4056.112046673716,19261.52830416483,6441.16464243554,1437.6566656692546,19372.781706777118,5064.344788198987,81.48300122085233,605.9389224768706
NON-1009,Non-Renewable,6.590339596603844,3.621424439192525,1.7372934514393474,29.333039357990472,944.5807121907496,3225.6067897421976,2215.318022931441,657.2646607517372,13034.194197856796,1526.0760844938063,853.8040051557206,314.08465049604,18386.592783832566,2874.8623105918177,1077.3601808325566,154.5463668943867,6626.364011993679,1771.4320132632886,1281.1212975430458,1097.6093578136804,7860.052606495372,1350.2593821248527,529.940851480611,94.57032892043264,4459.711935338873,20183.88579089632,3065.842227418306,1181.0114826808958,43742.57589472467,7155.086489108209,83.77123131690945,198.72390673993525
NON-1010,Non-Renewable,6.047319104103645,3.5670705794879907,2.0131822403325095,19.013890749640993,2840.9849098211903,6229.1688283617,1934.2359728399497,507.61222675101027,11664.445189937858,3757.877444094735,632.9879497769215,298.5198372193016,10436.749624388562,1526.1505536369289,700.8638584536404,190.60758300529375,4715.080449213605,1676.048650123205,736.3373892985444,411.20521506098567,9919.416121245564,921.8816330597394,710.8810261418754,52.988929797200115,3170.7911536579977,15500.585969347341,6465.286001072904,2119.87716971588,19491.354112639445,4827.617928289618,83.31460728548298,379.1700602370269
NON-1011,Non-Renewable,6.558767398064572,3.7372526613473713,1.8203356876201546,28.964238755866393,1945.188749353002,6183.797233748636,1805.8457664924686,436.3860550948658,12947.343020566177,5686.972393810464,1395.7295189551444,320.08728308959513,12623.920983104119,2231.0974993351583,639.1903974101828,175.38081238034803,4477.478365130387,3766.63638674114,1381.4237824464394,1106.432835263831,5319.009119560251,2395.588847827009,349.5194304824199,87.10325779135968,1045.273797067688,22061.234734441736,2764.2683140941494,2487.583655886242,42241.19648247276,4792.485367110845,81.41683636288921,392.5445596074652
NON-1012,Non-Renewable,4.215956123444837,2.8534797538318597,1.929404684607749,32.432007035472566,2027.162028959326,5687.274983165608,2420.1843209754247,543.2027504922233,16224.450417381231,4050.7076057387226,1337.8499708462866,213.43527765070672,6604.452993354679,1.9504000000000001,993.7003099320024,131.57893796179013,5147.688947085728,942.5169847331588,763.2039367321423,859.4659901674345,5070.090660906039,1500.4025693699477,501.0846839924411,48.63015477910533,2132.718634360266,8676.80472955924,8541.367318661292,3150.6183123803003,27971.18384892993,1838.8970403888943,82.12288892643558,346.71567273636356
NON-1013,Non-Renewable,5.537539274939755,3.7467374857411824,1.57092365303616,23.15982774831936,1702.1882227353537,5328.136417707011,972.7928831355483,861.5122540633122,12322.608010699727,2384.41083088747,843.7119280281998,283.75000647487843,11977.258224686864,2674.996595808983,704.3895390416827,167.30879585511124,6642.044514411554,2609.5655921392445,860.6472520666786,1131.78125974832,6343.324374186217,1331.962566468244,561.2621863012296,156.1673539067893,2581.1126179278854,15654.404259980818,5945.346260740883,1920.9184716600512,51813.600636118485,4157.778076417206,82.69862320853898,487.8672666632946
