id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
ren_126,0.10916992667006838,0.06091060000492696,3.3577205367693037,0.13123031847484642,289.9731181673237,conventional,medium,renewable,3125.7868209434014,1160.463744022965,32.748145894165816,2619.4376358897302,9.846646524256892,991.899772714638,0.7201559812867598,624.8583296201144,3.252346437577571,0.12226450621464009
ren_141,0.11538161242835415,0.06470407738472733,2.532518394173139,0.09659799480013467,345.57668330325174,recycled,medium,renewable,5402.356236816503,1481.052782209322,33.827952710013314,5035.524526330747,5.076056174122934,1255.7272358848595,0.7446678229349404,802.185541990297,3.0002296224709277,0.12334266977115926
ren_050,0.11749884455139183,0.035350602497328874,3.943691808201426,0.008791865602771454,236.08230934046475,conventional,high,renewable,5650.681365873577,1729.121563293214,27.38817535118935,2244.533983776453,8.117757926537745,1723.332114354168,0.7882394018197114,705.4571760381075,2.214910195042824,0.1238698450015614
ren_005,0.1333905741541894,0.043629867961353076,2.925731499059575,0.0652269832808608,339.220853213625,conventional,high,renewable,4957.104929425772,1050.0459621913797,11.226877868238443,2622.7428497233554,11.255486063954736,2534.3543393400087,0.7353879515315275,632.5932529228149,2.524310320566432,0.12363263450520515
ren_096,0.11419763258962103,0.0458618305595387,2.606106317188539,0.08721462585882463,503.9727701727596,conventional,medium,renewable,5039.891194945683,1655.8362016744786,55.226118875413086,479.66525672469334,6.827949641834508,1756.5490513889242,0.7444618901470806,702.030432019729,2.3817750864396428,0.11616930673626694
ren_163,0.13002165377341598,0.04536811340805211,2.432553435705137,0.13419029673633215,311.99355373498526,conventional,low,renewable,4663.767809287876,1312.3936195262377,81.03922756379197,5005.15795612245,10.040977217597323,2071.283561708722,0.6520104892393592,523.0218836510159,2.8080610849368535,0.11921933675790786
ren_185,0.11618636166470586,0.03076901701429986,2.408845710279578,0.11460350779379373,209.72721955230418,conventional,medium,renewable,5025.036092104007,1617.3548771343312,61.728763299937526,1339.7518316470985,10.232784055117367,1296.3318857942793,0.711406339104902,813.5737616634277,2.572219119118501,0.11767041806371047
ren_095,0.10785740840489316,0.06483643057250353,3.288716541146429,0.12404992602675446,183.04545690825364,conventional,medium,renewable,3578.597847237119,1735.167678460648,60.832276903975064,2801.680890065561,11.744430997185695,1283.7435173980205,0.7501541740479132,698.2828578092839,2.039098473593958,0.1253504130402937
ren_171,0.10070800933481629,0.07356915602902586,2.994421026173826,0.1271442735272144,311.1657018363501,conventional,medium,renewable,2987.9933135186366,1666.6067743097747,19.036239292984074,2717.8971436150373,4.851759602600421,2393.0538171848634,0.7558563342735924,785.2137758846866,2.9099145391384518,0.11601425758047186
ren_065,0.09341812209573566,0.04411876232553923,2.8117214453474917,0.12062081778359221,336.59897125977056,conventional,low,renewable,5303.793772352628,1018.3837824079418,60.825160375258115,3274.484200207393,17.110678103856532,1421.12190531729,0.7557685351471443,525.1259400731635,2.306073680848529,0.12592648721890848
ren_073,0.13923161818721846,0.06406912900345701,2.8381934786361414,0.12019235702794473,227.34252281710974,conventional,low,renewable,3354.0663014578777,426.80676039545403,18.2015591742638,4382.5894589211575,15.826044136906319,1449.5533667841617,0.7799650618082447,525.0797379351634,2.57345827388487,0.12820401870796527
ren_153,0.11239844074621096,0.05349391914993257,2.4553495621308183,0.08099793677757045,189.14225945229765,recycled,high,renewable,3488.118285225587,676.2403714193161,20.937980803088784,17.2272,8.050718045942139,1558.6588131521457,0.7304437171583817,561.722800693039,2.67136513210242,0.1185107035675168
ren_193,0.11361214541830218,0.05917703606539083,3.5690333816734032,0.07661996856808131,245.14163263912423,conventional,medium,renewable,4360.477168574738,2268.155137584543,45.76553565198545,3591.2474515907293,5.025457643706516,1305.6287932750815,0.711515067809418,609.1309373883769,2.739962043098788,0.12528976273330222
ren_143,0.11321608112054234,0.0518761951006034,2.8850017500486183,0.16593597952904926,221.92861194936805,recycled,high,renewable,3592.7188994076223,1028.0674707497822,26.362696141273407,4824.8194653580085,15.745211336928751,2219.6681504544626,0.7275022808454772,523.1761904304924,3.119123534071676,0.11746462888801393
ren_194,0.08775222233031292,0.05355350249128422,3.6576704968839584,0.11236847138169602,373.63904389979126,conventional,high,renewable,5379.149438485085,1935.5787837323846,26.588049918250395,2996.761960669428,5.641506193344433,1633.1458962552776,0.7442240701754795,556.7466147153444,3.771119921555285,0.12874852613924567
ren_090,0.10324608959597632,0.03567614572871419,3.555001691930852,0.09879794788479981,316.51618834840605,recycled,medium,renewable,6884.859155603816,1501.798198694205,45.31731744356219,3786.1392766333056,6.331404060248067,2535.417444973763,0.712255718797716,637.0412010393479,2.8251382519174504,0.1231260201931531
ren_063,0.10574597223402563,0.04691884317460808,1.4138322887429855,0.12217705798191554,132.15088988275343,recycled,medium,renewable,526.7644701924582,992.5943794480297,30.270355312504527,3070.9824459076826,0.027200000000000002,1231.3287979215036,0.6983675388365216,645.6950117031123,2.9504965775106724,0.12219921290836269
ren_021,0.10712291791788653,0.04911653140447048,2.867117141338311,0.1372441323716578,302.5227942457064,conventional,low,renewable,5861.007942322905,782.351576273114,37.26469804201845,2455.5529152758736,13.007381032378401,847.2412884909608,0.7107632347183548,554.542433935382,3.2557362464672632,0.1278826168554506
ren_172,0.12054175294542707,0.043352331985803266,2.2787259444900516,0.15708272010943983,366.1150152274787,conventional,high,renewable,5336.494994969352,778.995679834514,55.31928729243513,1202.0867133508546,16.0442022089859,1756.637667111667,0.7237795659517471,638.3910182286473,2.9229144009580037,0.1316580452338876
ren_112,0.0955339367297406,0.08054662421346896,2.3344268660037377,0.0990178669363187,81.8894279169983,conventional,low,renewable,6819.012328012667,1217.2756551309722,76.29771593453226,4504.112161179211,7.763435819868369,1589.4654190538806,0.7648173302074259,649.9181439111195,3.0518919053431808,0.11415334897653784
ren_160,0.12579035271555308,0.04977067088202375,2.2098670817901764,0.11452171906193559,157.77885713225862,conventional,medium,renewable,5645.073275893538,1822.476257407625,63.89203298372762,2226.2457431522535,9.917536447865611,1556.0500060528448,0.6775058423307448,589.270964833273,2.7911194201983562,0.1225327691317726
ren_115,0.1272783149566756,0.04752832735294617,1.9581148865130023,0.0972922619303628,365.83715657218465,conventional,medium,renewable,5987.498253238112,1322.109416335722,51.94646519661625,1650.436173519793,5.3295082799567615,591.5482183118709,0.7254837543044734,540.4292695361094,2.629761576546977,0.1254618365794894
ren_105,0.09558378375898224,0.03871374491924382,2.6904964333870183,0.0982810603972743,417.20493098378404,recycled,low,renewable,2380.4574553672082,1501.4918935143764,30.022979581991255,2426.3220518068347,12.915015675125659,9.348,0.7026638336623684,680.1824242666629,3.0729848733070906,0.12023065048079054
ren_043,0.11267560948055808,0.02978892692668909,3.608275561987738,0.1677988605601964,324.931544638635,conventional,medium,renewable,2450.8076288521743,623.9064147698433,43.09697213907261,2019.5129200926299,15.00382208938078,1036.894398588029,0.7493621322974436,507.5828177106176,2.9650351771206367,0.11937701182295876
ren_199,0.10937265720133138,0.043146495423557724,2.8829232156232765,0.12333171774313373,267.1887523408189,conventional,medium,renewable,3807.117784622588,1232.9340070041414,42.33211748069568,5103.846940636513,14.812027608084716,1537.810209883578,0.7599403785236593,482.69900100909524,2.4148365521616975,0.11665171965158291
ren_111,0.10887593178709165,0.045364834722986774,3.786282406304019,0.18435968364024302,292.17182307089263,conventional,low,renewable,1953.2613013859896,2685.651832307066,47.8664050973511,4429.089603724351,9.76068292359032,1683.735474340577,0.7332920442504196,653.0271037368086,3.1851665685789228,0.11907999536449335
ren_043,0.10816542341043632,0.053546831622295336,3.633082042564716,0.14782987080804094,87.5900631190926,conventional,medium,renewable,3031.5487048263726,483.33166106101055,55.196262539614175,1738.5613687019431,18.020086467410174,1743.0454205634906,0.793186022174927,540.1350941716205,2.982382481641573,0.12578399542225954
ren_134,0.11618743385468674,0.02923604707313238,3.2287015353124318,0.043852303460049535,309.11610566107646,conventional,high,renewable,7404.977748071484,792.1175982557706,25.342459822110214,17.2272,4.794780323862354,1089.1303903379282,0.741573614579769,595.7947747341118,2.8010220678081565,0.11429294377395999
ren_126,0.1174217150968555,0.050846061049524445,3.343521355449567,0.12444359315493078,377.53386839134055,conventional,low,renewable,2539.8953741762607,883.5606459073405,31.938700026580378,7214.633482222431,11.195891614535656,1372.7817068058287,0.7631000909298405,769.5183640532305,2.8223830661099076,0.10916475616974503
ren_061,0.14209701847817516,0.031331374517376206,3.240915765032481,0.12276132459475442,366.6755143970254,recycled,low,renewable,6284.396985146572,1516.3434699965792,17.309139180026243,4875.725873024214,16.23499246429427,1691.4242181195843,0.7244512317127705,649.707172905225,2.649585003020969,0.12564889209607488
ren_106,0.10842875040558839,0.056089428883343694,2.6125056066380585,0.10508119947334675,168.54409655667723,recycled,high,renewable,2871.9833883016654,2082.281740072658,66.63702659760736,3714.123997134099,8.006033728836496,2067.019492528668,0.729648433637042,553.9650445813,3.553005559754646,0.1271272395947006
ren_023,0.12490637944430551,0.057093391019748016,2.631341610949074,0.047367479622553554,303.77734031781176,conventional,high,renewable,5732.466381834402,1805.3361176176572,42.10336782166071,3799.440185330677,9.139508461220702,2183.0615820112016,0.7719995537781288,816.9888164916035,2.5151300895278887,0.11541479937968768
ren_052,0.13455634286881657,0.06022356282007954,3.5240030576108134,0.13427142245912313,399.880065074867,conventional,low,renewable,1652.9490053515983,1344.4318835470708,37.127567066581605,4593.4575829814785,6.494340092800692,1653.5781195637915,0.7368349656658876,707.6480574866822,3.1317551879665735,0.10846001856683216
ren_059,0.12429566813813211,0.06488914374094171,3.051908507578829,0.1082529306398209,222.57310342816493,recycled,high,renewable,2665.7142889142406,1043.353851245966,15.676884572291325,4609.89185103926,4.03785200436063,1061.9292450113583,0.7607454953856134,517.0830785079993,3.070123989850491,0.12627082250368432
ren_117,0.1260883829307812,0.030414980882555284,2.3059504448163435,0.14755557468839067,215.31583900720605,recycled,medium,renewable,4945.072673999201,1664.9563805977127,38.64369099920622,5386.487350099135,11.312058519385047,1865.1944479637918,0.7509085217737212,622.0288445148384,2.8401469277749944,0.11795527603045992
ren_165,0.12042522824237585,0.05182735879733158,3.761243174760447,0.13163649792843685,257.9506823562923,conventional,medium,renewable,4943.090667014435,1984.605922032078,37.81725200664526,3293.153056727058,4.117039893383958,2119.8502521624505,0.6814718065381725,682.3922142259132,2.4715523519493354,0.12418270878205018
ren_050,0.09098086625632285,0.05734178780606254,3.007506345976516,0.1437536266575168,246.83567365038863,recycled,medium,renewable,7044.626585550377,845.6069668000132,42.870797426735095,3984.025524593696,11.23437361958614,1574.4280291458224,0.678445478339757,681.1521220529526,2.847879093006977,0.11228124691052327
ren_073,0.13720560834880274,0.04230118237680939,3.3003484886850227,0.14187088709399776,274.7234363101881,conventional,medium,renewable,2468.3351726575265,759.0319772525661,34.69917837685598,4095.8115855739647,3.875315414388697,920.1929753181728,0.709614078051205,519.3883398829,2.6662011912699737,0.12365259478832051
ren_192,0.11929805100431816,0.04141825509342259,3.2881063121707603,0.1507661173566156,381.36754084688266,conventional,medium,renewable,2181.151949028127,768.8602218178069,53.4631278923483,1532.022090687069,8.6477085846035,1874.6355675465968,0.7610461053712543,703.6861601976957,2.6619839293505345,0.13080625286274833
ren_041,0.12079784255778202,0.04583002675489265,2.7158600344705435,0.1112259369957039,354.68902452149945,conventional,low,renewable,4253.011759552464,1559.7689658172858,42.99470301499556,3872.918836468742,4.594000076769863,1062.1309157677802,0.7181643093304972,632.3087708559165,2.7851667148216,0.13049746898696152
ren_199,0.1061499130169945,0.04581584096194008,2.359266625640301,0.07109158138797259,248.97028763986918,conventional,high,renewable,3270.6143946731963,1657.3862521493215,15.36244012377573,4039.0136943286357,17.890424853359622,1578.1902595074207,0.7227703448269537,471.1378429980964,3.11043775742111,0.11760645293116717
ren_079,0.1295479773152109,0.049460924163488386,2.8442684872173545,0.12060785727746431,402.6111226831474,conventional,high,renewable,5239.570427983954,1687.2559176269303,48.519256650114826,2038.0091628741586,10.17239578852088,2357.4176575162796,0.7829928339799973,715.2616770249842,2.74243620929752,0.10725067173126938
ren_192,0.1425611493484191,0.04802206664147103,3.6512090906703607,0.1571705109005091,244.75540413047943,conventional,medium,renewable,3552.770831041321,1549.4630035626808,51.97782943915624,17.2272,14.060917107988562,1019.7876219965415,0.7386877277132147,634.2701331723501,2.6970489921269016,0.11960053752820099
ren_110,0.12304295743166734,0.03289578032620914,2.7836719364891294,0.11045860179928713,183.789583207816,recycled,high,renewable,5937.303301333356,1439.3557184428091,6.558123053088607,4652.129346952669,2.999499502791787,1282.0143606198383,0.7133013005464078,633.7642488956595,2.7566347243611182,0.11799115759830536
ren_104,0.14223756045086935,0.07178099337732466,2.740326270132391,0.10344493389685662,185.85299238452924,recycled,medium,renewable,2647.8561191388017,736.3277128626598,27.250043058778505,1083.229845765728,9.797817722773019,1585.7163892789692,0.7423920724984204,623.0864137930392,3.5748165721313097,0.12729523446687743
ren_046,0.11513535110107785,0.04391313674974195,2.965822178213835,0.09853968507571137,357.528519146073,recycled,low,renewable,5908.177761437748,745.748866925205,74.00258334540855,4313.904414552252,12.091494548426938,1945.9516567282317,0.7421502970209835,611.2938638690948,3.3340375933952098,0.11576835632464907
ren_147,0.1285185469160818,0.07646375857912235,2.8397211031966765,0.13034876194733913,323.1613744300458,conventional,high,renewable,3726.461589546649,995.8766794975734,70.10403373323612,4074.0488985317866,10.472245863701417,1094.849499807884,0.7893416842951368,405.1174642452125,2.8125825359619796,0.11682220575546551
ren_060,0.11291914326985909,0.05136426455625122,2.815376973348663,0.16035765749726583,264.5325237276422,conventional,high,renewable,5669.577780547941,938.8006876765528,23.62901477043917,5280.129404940584,7.432980706043823,1704.6026118520422,0.6425972884883157,530.715133839901,2.839357911843261,0.12352019758553519
ren_095,0.11494209905809667,0.03486822715057081,3.349689465613905,0.08046864551441829,233.19006870113105,conventional,high,renewable,2566.923277083657,1028.9397755902557,55.03863778658503,2034.6179149898387,3.7995298656281973,453.80780870987905,0.7079760020115842,457.56682751693256,2.7190648340464354,0.12047255084210734
ren_025,0.12024628488392987,0.06751605224319474,3.3358911849496926,0.11681948003918942,167.46406263960623,conventional,high,renewable,4722.260156223355,658.718569538609,42.56089902520122,3000.3311120860153,14.3747865327552,1793.022654998706,0.7666889963769462,528.5931751802057,3.081848632265358,0.1188811944888061
ren_184,0.10285087700647233,0.03408327431617489,2.6060540225031628,0.1072948147720995,205.1725031008935,conventional,high,renewable,3749.678621615398,1585.8544489140452,19.619349874025193,3310.1827034334992,5.5971780324910885,1904.2299776045938,0.7740908600736985,592.4193810278853,2.5211620550895164,0.1152027694854789
ren_139,0.11228543516160157,0.05065566005303072,2.812132443911586,0.12767120873153215,257.25983751053076,conventional,medium,renewable,934.7994956869152,429.9958141861291,47.88188655621491,3017.093203566262,12.185629212076726,1106.4376436595176,0.771116103044947,439.3611940302227,2.6566972525239,0.12131435341755799
ren_022,0.12572400864563638,0.04421298708321324,2.902177697195133,0.09958757107439037,127.67641533538068,conventional,high,renewable,3936.197273701014,1164.104908957336,23.775825731774706,3853.6828513442165,6.067021896918856,1419.2739088233552,0.6451465433339217,717.5876040045567,3.0979438653203824,0.12088165049344586
ren_084,0.10566658911855929,0.022847933927181333,2.79212498572676,0.1504174288304969,217.0027833401606,recycled,medium,renewable,5579.587628499158,1528.104196138457,63.20330663228326,2033.2579863478488,0.027200000000000002,1078.1618028616008,0.6572234058662457,533.8672111391545,2.6746750008924134,0.11926889708184096
ren_052,0.10186887974400831,0.05677790301332137,3.6070033122667597,0.0973550925529745,273.35901371887593,conventional,high,renewable,2407.9125627382673,1064.4926606858555,21.73807359793012,2928.6540422058774,7.437734092959964,1212.370310924603,0.757858505861204,516.7626546099212,2.3167576111721506,0.11801311891839424
ren_079,0.09533279195755263,0.06401262904371678,2.9547913965334396,0.12988037254460266,182.17005080279208,conventional,low,renewable,3609.7190353910382,1562.4739793075087,52.79498539814354,2831.356472452964,7.105847250668425,1068.8945797011866,0.6868177624011068,651.5205005983489,2.556029306279714,0.11166529404143458
ren_115,0.08336016296291346,0.04836702488448846,3.0324301380529666,0.08820685188134644,318.0515464657426,conventional,medium,renewable,2181.7802643686327,1220.8938700208182,25.166980334702203,3367.367248143214,15.988112737834799,1623.175831046099,0.6805132296589227,693.032589882564,2.81702322641917,0.11172485753278631
ren_135,0.08265525725249981,0.03282563016446978,3.3107026049238195,0.13930218782009846,81.29020058765758,conventional,medium,renewable,5089.312885781774,262.00513803865067,39.432828871453225,2408.255873199974,13.744632248559384,636.6829095794151,0.7347654515684406,788.7638949112946,2.536132403766592,0.1262467397774948
ren_123,0.10831467158405667,0.049835665739334976,3.8752190799365565,0.11386183581922389,295.58845512565335,recycled,high,renewable,5198.738463466252,1176.74783050014,53.52873541841434,4991.67516291819,11.67146448022727,1548.168249912706,0.8210086682340545,815.9658667270468,3.4289702232716817,0.11474723481588572
ren_108,0.08862028403289447,0.06773914183200577,2.709225709987841,0.10643846629366223,316.69350663937087,conventional,medium,renewable,1758.3414165537433,1776.890006174888,72.03531279227866,2324.575504643245,9.821963119588103,1356.6656620510878,0.8074326230633018,648.7896808324838,2.7829333547608917,0.1283531298131414
ren_078,0.12730389127442898,0.03584056931949153,3.097945864174692,0.11314666994419506,250.39771697186907,conventional,high,renewable,6033.564149004,206.62095756853319,47.970539535496414,4141.091095924328,5.771500006324335,3069.285533816522,0.8215075758378936,531.8289167397895,2.665958276792852,0.12270831566698848
ren_025,0.15768481943851276,0.06086366177682398,2.8878679592050167,0.14104589059964717,265.39398568909064,conventional,medium,renewable,4458.758746147981,931.1781781631532,5.100402199442307,17.2272,10.807287716652018,2224.0058663111263,0.657439510486031,486.5534911501986,2.6101324548156954,0.12037874394643368
ren_198,0.15194450673668775,0.04233467637861129,2.8918837239595114,0.07583739308947536,329.6276012216884,recycled,low,renewable,3236.892295492721,239.67377434973446,46.91340556580461,1044.6568919243177,8.964390828162552,1362.1205540994513,0.7487693539650343,570.8735323908196,2.9326381054885475,0.11888619996602204
ren_176,0.08484800976897988,0.0661977988067266,3.570550864420403,0.10369088738046653,234.95805654068755,conventional,high,renewable,31.387200000000004,1594.1047782850856,18.575946835954216,1353.8562738963146,10.833707312877669,1454.6052512620065,0.7810543593308292,643.2275013145054,2.608953414279411,0.11509194350520491
ren_044,0.12288223780915358,0.04901979955869364,3.8508554082506454,0.143996264188381,409.50604996702316,conventional,high,renewable,2426.6110256693255,1055.8532342052629,24.648475582872372,2332.101565440727,1.106398454994487,943.128240871732,0.7301852361211092,606.3310122984616,3.0499769388286113,0.11008120324374226
ren_024,0.09321124786805735,0.03751628988611529,3.090282929136884,0.07833350571913933,331.2633561328363,conventional,medium,renewable,4756.586150475138,763.4696377152618,51.86284727839801,6159.0587237730615,8.238835832910512,1344.2996587591708,0.7023277375927254,622.0861191843552,2.745354791575294,0.11252017995787315
ren_160,0.0950624731028499,0.05743559801666476,2.589522774911247,0.08116658104991577,554.1905690352982,conventional,high,renewable,2960.932293320827,1530.1981711502467,29.07265884646074,2669.1101816659043,13.015569371688919,447.2545668010614,0.7221958378766502,677.3929037097516,2.5869561552414506,0.11458421542175262
ren_096,0.11944121147578514,0.0473912198790578,2.761693244971288,0.1299020599155251,226.23286759583658,conventional,medium,renewable,641.4127157837297,1088.53939930173,42.76825687949754,1511.002536530682,0.027200000000000002,733.9074146677581,0.7756046576573423,520.0132257193346,2.993415548709651,0.12158978694540883
ren_120,0.1292028978603852,0.05054500753602666,3.750447814071923,0.15277523214218208,254.70408926208836,conventional,high,renewable,5381.899723399618,969.4245097189494,19.224942449057252,965.8677452364291,8.869828105576993,1253.1949770351748,0.7386865950833478,681.2196049689978,3.4683155704091315,0.10926466560914098
ren_188,0.0983205710442295,0.04961850314510813,3.2040275676636516,0.096759005600262,294.2424554633096,conventional,high,renewable,6740.9681843893795,1226.7110016609404,40.57554806261409,1100.094306188868,6.843336378034458,1710.5271926612268,0.751834172523659,813.2592963819505,2.5179543584231565,0.11675265669817594
ren_076,0.1234175208762949,0.07636454605827783,3.0744449954736033,0.1281285685010931,251.53228925813943,recycled,low,renewable,3495.172783887172,1886.7304995509792,30.064422699841977,5022.011787770334,2.7528054769361736,1432.5654996785215,0.6959831556946563,665.4939292290996,3.143216743675414,0.12561614100969754
ren_032,0.14190011190844687,0.03117494033167756,2.8885128398527917,0.1253993747281233,52.4332191522989,conventional,high,renewable,1814.8635804621,1914.683280484811,68.465565715532,266.7972548677717,10.333504792217031,1728.306957136094,0.629592533823997,511.9805877573796,2.9798019178343584,0.11093374770990656
ren_032,0.1291672916835875,0.051355648920264854,2.210428184296796,0.10002963721495874,178.97426302214296,conventional,high,renewable,3065.650438066492,1280.3860538339452,52.26487627584809,1352.5229193092518,6.9350741189046055,1370.60594222678,0.7012537251982478,499.2414343654099,2.478689625188981,0.11112624781694434
ren_079,0.13411667387190587,0.06414526577301694,3.0746732932330083,0.06880971818034398,261.3149133359636,conventional,high,renewable,5478.032065800473,689.0077975161698,26.441211145039922,2725.690489485849,11.022392200841203,961.6655351263639,0.820402818922768,526.4137687856486,2.128487338388384,0.13243852950024892
ren_159,0.11620635771159397,0.0484581998349715,3.496386578465548,0.11478884157869426,323.8515302633444,conventional,medium,renewable,4490.243094160702,1461.8667847274119,15.605470535503073,3396.744203633415,14.776019810922197,1716.0447991546118,0.7086576266919065,760.2823060341346,3.273937339415715,0.11730764266972266
ren_143,0.12329897417641736,0.05557487275792426,2.8816743783754095,0.10663530574054682,395.98225722113636,recycled,medium,renewable,5760.761265152391,2176.1921057392165,19.659769031381124,5685.137777395373,13.841728259020375,1830.8363919942642,0.7671142984127066,603.5965243434536,2.981161834288108,0.12154771293338673
ren_195,0.13918368436432307,0.08138740577729865,2.848312070975909,0.12866627152552076,193.76720329896847,conventional,high,renewable,1630.2211846993969,674.0769171429879,50.465782858860756,2654.6217456736867,7.318293297073577,1139.7499159589336,0.7340795318116632,542.1348824033867,3.07762693976344,0.1231312062820763
ren_069,0.10875737561562021,0.06614243776455928,2.1131090657803235,0.1240647705591899,288.68697907973086,conventional,medium,renewable,3709.448584038778,2067.469539361782,31.406794427517987,5198.552570117744,7.005392048062897,315.2872952727964,0.7676438505384697,488.41499036613493,2.731440423741631,0.1322202838687972
ren_178,0.1386718298510555,0.04557912635877215,2.717752784865719,0.14246461962831528,281.5745378609513,recycled,high,renewable,5434.5659617511865,1850.742970287709,50.48761433415535,2238.582247629676,14.650217574104627,1869.358430959364,0.7152074769141007,587.3558541228143,2.763960227328378,0.13433731297553475
ren_126,0.11747200681370594,0.04003388468292387,3.9659019038469694,0.03851748535269446,405.05350839526716,recycled,high,renewable,1808.412128742617,1276.1420495785849,67.29987318049976,4732.440564298243,8.005443594595256,1465.092279789116,0.8024251868535928,599.4633726303413,2.661253078662115,0.12119354779491129
ren_188,0.10881273565970258,0.06420743855685627,2.387628409484181,0.09233936084567082,471.2647970595737,conventional,low,renewable,6675.98464605498,325.35946116656305,52.264656856999565,3273.9676457297387,14.488689657133405,489.25178391536895,0.7865577383205273,381.63794685965325,2.636162959361366,0.11966706307476851
ren_129,0.1292894094541094,0.07281869820729316,2.8602774002038505,0.18177692163843584,208.81901860525835,conventional,medium,renewable,6113.939872503859,738.3471974538359,31.072935018617535,17.2272,5.826556560436804,1043.1202177207026,0.6716856979825212,648.2557371229319,2.2690994547994308,0.12331487346867728
ren_152,0.12600107666599125,0.06248267900974888,3.4016194281306715,0.11689283698826852,251.38196758514584,conventional,low,renewable,3035.719270319084,1684.0380228037193,51.6981723116993,1133.917182253922,11.25036190423221,1637.4673799989685,0.6698445749463009,663.7649127458766,3.2872973114598136,0.1149338979615142
ren_073,0.1321000691490814,0.04120050965712485,3.1067476870181747,0.08421232749956266,321.70548421669173,conventional,low,renewable,5718.628976847503,458.2538529758683,38.61196915531255,2031.2049934214037,10.280295386197034,388.0282576562645,0.6583975844022608,779.720482987265,2.562722124400855,0.12842397786472098
ren_034,0.10825627107581355,0.05781805134546649,3.2019773265225253,0.09644574156515397,262.2651893291149,conventional,high,renewable,4444.47326544633,1337.9639424118932,42.376043304437886,3938.300259578365,10.250975295977693,326.95259940864116,0.8104713050044939,689.744986790356,2.6513933052735528,0.11158731226790725
ren_008,0.11149008978747367,0.07475973565517202,4.091163309326431,0.07713974235762953,254.68086362485934,recycled,high,renewable,5217.973551183428,1362.5815927860067,0.164,3115.0245785484217,9.51216789347982,1341.5872114937315,0.6763390688007064,722.6674146811011,3.06855171152468,0.11857479766417692
ren_050,0.09632425838555049,0.06821936526696144,3.117774455021694,0.08836109842002787,134.08811727775478,recycled,medium,renewable,2743.2633693878747,512.8420697416694,10.87219556311264,1419.2285471358468,13.666675332790213,1425.8694520861982,0.7126534040956093,606.0850802024419,2.74932939439152,0.11977270958513557
ren_101,0.0911968594636695,0.0323947956232314,2.5496600226158086,0.13229290398086704,309.47034919019416,recycled,high,renewable,6821.012918422275,1202.4851302901245,29.113337029913964,3415.0171936067936,14.031802752757823,2784.1786100889813,0.7358957037660051,494.7845361134631,2.683140345699424,0.1120633592455139
ren_055,0.14020602605011917,0.07914238433868989,3.3959304979110816,0.06744644221136362,167.2824915254689,conventional,high,renewable,4781.858676664857,1250.8132448766526,12.922873097710752,1346.0867415112914,12.191666486424428,719.2238992788446,0.773896822927908,649.5587825732191,2.4462377354483653,0.11580659813123276
ren_075,0.11464763051426588,0.029989882209164292,2.598203602354514,0.16814579896448584,238.024193372094,conventional,low,renewable,3883.4926544072773,289.2733934897901,32.90374730769133,1710.85889260897,9.849345425601125,930.7499610596601,0.7044804262577276,567.8961589012442,2.9507376961655054,0.1243709683325756
ren_034,0.12453644371667047,0.06368803666263215,3.2638802892689127,0.09930775309082727,204.37077177604334,conventional,low,renewable,3761.9657642496095,1431.1814008677636,61.92424906541176,3945.643429716039,11.960312743708009,2289.072281919293,0.7349413077591801,708.1369269831008,3.1896927067431564,0.11895064047887814
ren_045,0.0995183431641167,0.05942224374446171,3.3377849098807393,0.14346497618197146,276.4626263008391,conventional,high,renewable,4671.302214991387,799.8806368812579,59.62160046405339,1604.4672692331408,7.382079682357777,1386.274101878248,0.7268637212817468,733.997125424311,2.7708542591003686,0.11531277324436306
ren_054,0.11691858276803761,0.04968736499556481,3.817652612539826,0.09693802536255365,174.99048687163884,conventional,high,renewable,4930.7540816066285,1740.6025890231022,40.80642690554692,3238.4940594895925,9.401662523970852,1693.1525383572753,0.6340040133629332,635.2870278248295,2.7130590322342303,0.11184547100236891
ren_133,0.14112433039586997,0.04251901877030605,3.1078543385695143,0.03969629890630669,215.23769179919407,conventional,medium,renewable,2733.9421505803634,1884.4104815593614,23.180853785341995,3567.1442095625694,6.796742823086941,792.8083033090825,0.8079538891409741,559.5615313924894,2.721359684617358,0.11353372347458694
ren_185,0.12280302123916287,0.05168741323144574,2.8185281806155746,0.08036291356279233,266.82043948534385,conventional,high,renewable,540.1207687398241,1242.439312263348,43.92574777885323,2135.8564138734946,9.107694739007892,1420.56984109223,0.6796145317099527,556.3231758864902,3.2721392967179965,0.1279144645784465
ren_056,0.13404519511679078,0.06263404820867961,2.9833266734489365,0.11945976252402962,255.3352936073067,conventional,low,renewable,4201.197633334423,1219.1047135084807,33.740980467808015,3026.0060325910663,16.91703496215755,1172.6541854697555,0.7493834613341328,606.8461420315022,2.9195702110149,0.11851677544600446
ren_160,0.12243227950736106,0.032658600204357055,3.4578662202622703,0.02320968902150597,370.6187349194603,recycled,high,renewable,4978.288739130896,727.8233087352262,42.4421957189823,1974.0326083193495,7.927515884259508,824.1763063821161,0.7071632860414777,573.8385375497119,2.7106313356128022,0.12025361903695679
