Sample_ID,Scrap_Input_kg,Scrap_Quality_pct,Crushing__Electricity_kWh,Crushing__Carbon_kgCO2e,Crushing__NaturalGas_Nm3,Crushing__WasteWater_L,Crushing__LiquidFuel_L,Crushing__Fluorine_g,Crushing__SO2_g,Furnace_Melting__Electricity_kWh,Furnace_Melting__Carbon_kgCO2e,Furnace_Melting__NaturalGas_Nm3,Furnace_Melting__WasteWater_L,Furnace_Melting__LiquidFuel_L,Furnace_Melting__Fluorine_g,Furnace_Melting__SO2_g,Separation__Electricity_kWh,Separation__Carbon_kgCO2e,Separation__NaturalGas_Nm3,Separation__WasteWater_L,Separation__LiquidFuel_L,Separation__Fluorine_g,Separation__SO2_g,Final_Casting__Electricity_kWh,Final_Casting__Carbon_kgCO2e,Final_Casting__NaturalGas_Nm3,Final_Casting__WasteWater_L,Final_Casting__LiquidFuel_L,Final_Casting__Fluorine_g,Final_Casting__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
R-1029,1.271390938490622,0.9285236480547092,0.025609972262697032,0.0008161968722927833,0.0,0.6701733455206509,0.013535107945048067,0.0,0.027432095703512974,3.1193359541257317,0.09588320810942481,0.6967966590863747,0.26679712078371903,0.1381339548310409,0.0,0.662914898314127,0.1612496980463581,0.004929150050720666,0.06620351570994644,1.3330604397217483,0.02647254313223306,0.0,0.06715738480460044,0.2639590199115736,0.008065270248425212,0.027577526164060912,0.13204022909830274,0.06929351277876394,0.0,0.1378742742873538,3.686660970774209,0.10711587536636602,0.7383811855005938,2.5274835825255693,0.24403589443780557,0.0,0.9237741216863017
R-1030,1.1815621459257784,0.9510760525385608,0.02652159670240567,0.0007726116245939467,0.0,0.7041938049275434,0.013183976412032465,0.0,0.025908805028344743,3.2066434095348644,0.0977967854301665,0.7097904710568994,0.2733137559148211,0.11870635548856295,0.0,0.6831450620561904,0.1576371981339675,0.00495263727000042,0.06883887092345645,1.359931654334303,0.02711632654164924,0.0,0.06449018727923789,0.27131570094064367,0.00813163334719543,0.02724835868758159,0.1307487756318471,0.06867956863566656,0.0,0.1263829571149325,3.4640941079595398,0.11494842801031256,0.7762978011271895,2.432528049924673,0.24368496554721367,0.0,0.8664295429582223
R-1031,1.1621395313279597,0.933489534901988,0.026966295471356858,0.0008151739862429292,0.0,0.6705627181946732,0.012565874353548365,0.0,0.027458522115772897,3.2639079418509356,0.10225912580660235,0.6517893224591278,0.25792173214380587,0.13651152274542683,0.0,0.6537826574699996,0.17698921677706372,0.004566244843455934,0.06608121890302211,1.2829075802470415,0.02578781857780793,0.0,0.06866450133576722,0.280333461358121,0.008595367501227953,0.028804734894012782,0.13193285372550212,0.07083156242374544,0.0,0.13778346238506117,3.2822304855855093,0.10043521449326619,0.7609335348833035,2.3450178600088236,0.25454640988873767,0.0,0.813870214126736
R-1032,1.1880286313157924,0.9303477054282905,0.02560222002618147,0.0007185014051723464,0.0,0.6443307987734979,0.013978592335283641,0.0,0.02727114295490744,3.2418914346876164,0.09715586707203958,0.6536769836702613,0.2435816566063199,0.13617266604163492,0.0,0.772732624518057,0.16242990712054514,0.004848878636006756,0.06738609614520508,1.3666155882992792,0.026024383610773832,0.0,0.06403924227036692,0.2630239807720648,0.0075889863149714454,0.024928980610138395,0.13482057269035283,0.06969552795801702,0.0,0.12373498591471943,3.646743368170217,0.10861887138491624,0.7259893282819769,2.4989576147092536,0.23627249073562254,0.0,0.9109553355571312
R-1033,1.201308191709833,0.9369596144494319,0.027500217165981382,0.0008155016104731831,0.0,0.6489295475568871,0.014564910028901768,0.0,0.0264245717981475,3.117160840310838,0.09163983364792284,0.6760762579655386,0.27075594817054743,0.13780880910133986,0.0,0.6999801586866015,0.1641589056923209,0.005030126999783056,0.07099428877311402,1.3073485530292779,0.025812798198855028,0.0,0.07252271006565794,0.2905053856290313,0.008216153357532787,0.027224627356266465,0.140611446205116,0.0704299328143993,0.0,0.13232696040977915,3.6067343328195793,0.10055019419481458,0.7203031609196067,2.32354817641891,0.23417471063305512,0.0,0.9402147716318723
R-1034,1.185024812961341,0.9492439856638499,0.025923968848985075,0.0008690237085581684,0.0,0.7343678545640072,0.012563479528141408,0.0,0.028889961173989093,3.412744871816362,0.09325915549032601,0.6888324400818289,0.271790719023975,0.134707730912354,0.0,0.7333568790212285,0.1539144939837859,0.004755107274876172,0.06699291603172224,1.3188283686034228,0.026306343101560943,0.0,0.0608837705446018,0.26451368335678077,0.00811549679638426,0.027895859371930082,0.1330848364302643,0.06508320448005044,0.0,0.13953407273535437,3.4843086689934877,0.10483073716115697,0.720751013323373,2.3993830983153868,0.237571890409838,0.0,0.9405707970332094
R-1035,1.2261668484224533,0.9432689323990283,0.028440554449521156,0.0008510433793623638,0.0,0.6248439630504253,0.013870468823839526,0.0,0.025966147671803386,3.1974825969067755,0.09611741068360562,0.6537606704243923,0.2440218047748178,0.13028091786097357,0.0,0.6524672848780292,0.16698629019217412,0.004740303783757081,0.06620613097579858,1.4152391870840482,0.027869054324919762,0.0,0.06772585737611336,0.27660370876328333,0.007951560497198818,0.024861199191880016,0.13488114298120848,0.06998914640742589,0.0,0.13885115302849801,3.7788813702389743,0.11297498215163579,0.8145359479854671,2.4417590032763856,0.25053249705827857,0.0,0.9240604262703629
R-1036,1.202485376311165,0.9355447631121083,0.028730055385950623,0.0008046784322517459,0.0,0.6532044599874406,0.01370834671712148,0.0,0.030361951615499986,3.3245771756749507,0.08847960179396124,0.6295167142362429,0.2864193127212618,0.12420488280843177,0.0,0.6771448639880007,0.16552573036743276,0.0047403505783342225,0.06626914740027418,1.4477133728469735,0.026796183064239018,0.0,0.0699295586517571,0.29242115831615006,0.007998024211139739,0.02692168954302442,0.1352746838678284,0.06519518184649309,0.0,0.14347977295119294,3.1659445535527078,0.10205706220825687,0.7171042439663513,2.456899263187222,0.23855309603950928,0.0,0.9653459306766201
R-1037,1.223186087518314,0.940553618960249,0.026704103209407214,0.0008386767667810987,0.0,0.6177881000309754,0.013557178783651423,0.0,0.027422884047088713,3.336814312989547,0.08937964603807699,0.6626116608942189,0.26221600845049675,0.12136904565100576,0.0,0.6651965798795215,0.16813002406961056,0.004610153872272784,0.06939203099870038,1.2569712728084956,0.02634909751294142,0.0,0.0637019012709369,0.2583757174214688,0.008108672950826042,0.027767105487040117,0.13350938777491433,0.06308159697413245,0.0,0.13723071950120289,3.8143805646147184,0.11385506927800002,0.7418876099196329,2.31725603243553,0.2418254794038238,0.0,0.9074475801782382
R-1038,1.220480391008277,0.9468637089643407,0.027089468074342232,0.000829586700002605,0.0,0.6424646738270026,0.013202503852707012,0.0,0.0273073858468946,3.2770460169664064,0.09561846521725514,0.6414900367108998,0.25705371745504546,0.1310625660815351,0.0,0.6754520142733335,0.16174415069225892,0.004856773966361652,0.06636683355026773,1.3453834178982715,0.02792967275051603,0.0,0.07189036208175303,0.25562920296654523,0.00805490694943438,0.028151295412455767,0.13492126848012947,0.06958159786735904,0.0,0.1394388250882413,3.4665252099598254,0.1066294622262526,0.7323949373429995,2.4568007975926185,0.25049312895718995,0.0,0.8794673366330884
R-1039,1.189512518355375,0.9344921614251103,0.02538836532054576,0.0007923912703569663,0.0,0.6594859160595783,0.013010047292298687,0.0,0.026975408686027887,3.0782239741601574,0.10094582700945011,0.6809319800097892,0.2680491826574087,0.12888283461023703,0.0,0.6754377936114829,0.16174797089652065,0.004555613315464569,0.06400907202624202,1.3260600073067281,0.025355593397792996,0.0,0.0674039447841609,0.2630049333245507,0.007950777715266963,0.025331430715462667,0.127336775704578,0.07168351852876013,0.0,0.13334232965403084,3.7132549612549925,0.11430363075413769,0.8078597522068589,2.5192301859329174,0.23771333416536602,0.0,0.9335366608324406
R-1040,1.1916956257693314,0.917829877461382,0.027359386305486948,0.0006941650962567545,0.0,0.6771864425963684,0.013826394270179041,0.0,0.02511231543770431,3.3941456765314104,0.10074849913262332,0.6483431314385788,0.26940947165935214,0.12371163050513717,0.0,0.6284124737785944,0.15456351626446369,0.00473619024468025,0.06454102794839434,1.3467210922785433,0.026554384511475057,0.0,0.06923639570622594,0.26174196035245906,0.008049536299087827,0.0257681443290018,0.12566845140954214,0.06244252716634165,0.0,0.1420258297181694,3.8765302501829275,0.11030713651902348,0.8098194098948467,2.501022755085836,0.2386241629698821,0.0,0.9194362766160407
R-1041,1.2750709036237715,0.9432725002389323,0.028349288448143405,0.0008089426280014952,0.0,0.6699028386902384,0.013036941786936481,0.0,0.026452920068485805,3.627155908564018,0.09820432252084989,0.6594790294220271,0.25978051515766687,0.13964647945861802,0.0,0.6973926667896703,0.17030575374064638,0.004984998601497805,0.06941775761676228,1.366212914334536,0.028067773168717183,0.0,0.0636161528352685,0.27411746254801916,0.008011492777579197,0.027836877705320888,0.13622219108731423,0.06436889492593299,0.0,0.1329656224803135,3.543309194732696,0.10889879851010029,0.7270918843204923,2.3874129223448968,0.24157987039497184,0.0,0.9256693536875356
R-1042,1.1904935064061555,0.922186548381887,0.025384367405235357,0.0008161944339490383,0.0,0.683857877367438,0.013220896220825517,0.0,0.029010045521819523,3.1709175269691547,0.09861705522836764,0.6885359654727523,0.26243732099396805,0.12969105324941851,0.0,0.6621528996593362,0.16288757920062297,0.00450595757713502,0.06498496409986936,1.4003937554798798,0.02790700041974347,0.0,0.06779875850485134,0.27730094190171356,0.008047735369759524,0.02691486835818628,0.13569783405527372,0.06567436893662504,0.0,0.14048161744301177,3.56155696002703,0.11585791998552274,0.768177779506525,2.2072199283150202,0.2325886551081776,0.0,0.9280087330672553
R-1043,1.2273382425699855,0.9510946481464086,0.026969098367964135,0.0008114964372591554,0.0,0.6614775336911412,0.013293726161962146,0.0,0.029296765646391432,3.269389631089048,0.09352843311381516,0.6760476805441197,0.2691660508282717,0.12284884921573169,0.0,0.6817511692349262,0.16125972726217058,0.0047164330669261945,0.06479650341873444,1.2792432047551117,0.026878172671626697,0.0,0.06780849933808226,0.261123654636324,0.007900230082486411,0.025644197128742652,0.1342109493850399,0.06967129415311647,0.0,0.13597754692237676,3.4550175663920544,0.11124970658092737,0.7265562400516915,2.3108976549639233,0.24358560490120532,0.0,0.8786867485178813
R-1044,1.194608404815877,0.918352350153748,0.024972425846919676,0.0008228075450604304,0.0,0.6591043545401141,0.014107578044894606,0.0,0.02627156813394684,3.321622396087275,0.09075047292718016,0.7175903343193857,0.2783288553961348,0.12704248412856245,0.0,0.7023184684084361,0.16605288280459696,0.0047137171717304,0.06227866574630016,1.3330747222144759,0.02680475247466548,0.0,0.06781450275307462,0.2659372846581464,0.008297949828495237,0.02785903396592329,0.137210660425001,0.06931626362654654,0.0,0.12963107229141121,3.6982698906706513,0.11011730560951094,0.740653104256651,2.5321969102475,0.22746051146169094,0.0,0.8308366987422673
R-1045,1.250653388862682,0.9614214418587694,0.024572651828932462,0.0008403429808016484,0.0,0.6728852775961786,0.01400250435113715,0.0,0.026884458301961307,3.082907357233082,0.09660230164668507,0.6776531050337019,0.28295014233309634,0.12807147002085892,0.0,0.6077951497484096,0.15826008722400306,0.004755901620359968,0.06762182650609372,1.362004709365895,0.02941701516150323,0.0,0.06756792508265333,0.24515516184638128,0.008753700661942213,0.02774216246602062,0.1273601123700844,0.0663482515681361,0.0,0.13877756046324002,3.5944836855152,0.11182193599232461,0.7652204800708785,2.418113363168617,0.23208634467695985,0.0,0.9111791437703165
R-1046,1.2145025832586944,0.9493497024241038,0.02603519072986908,0.0007818339556051236,0.0,0.677224052085337,0.013158834330582026,0.0,0.02746317959564312,3.1206075204776393,0.08347077269412016,0.6398114975234538,0.2646917762137881,0.12154837991624609,0.0,0.6830746496072487,0.15515726118863626,0.004789160057871446,0.06836904180505603,1.3864617293522776,0.02811752417687463,0.0,0.0657691748354321,0.24911805072362736,0.008255931630958323,0.027015380505932888,0.1432284437985786,0.06455747793033492,0.0,0.12990931912230372,3.801329609347942,0.10754377501575542,0.7591227481619401,2.3971667758910242,0.23279914922311262,0.0,0.8946740302988881
R-1047,1.1890862437568464,0.9513408974071197,0.027305428501652906,0.0007919433391885306,0.0,0.6171689674686266,0.01393517633228708,0.0,0.027701580654051733,3.4212587244031596,0.09698645375841715,0.710275647993379,0.27416259836967777,0.13029910260038854,0.0,0.6696247380253815,0.1711194112540854,0.004962437348195926,0.06820365972717427,1.2843944224103836,0.02706158153269451,0.0,0.06727149328244808,0.2806573712626713,0.007684759001276887,0.02566500030326305,0.12470739734021985,0.07029276943827648,0.0,0.13390690688380366,3.8335666653268805,0.10692651988756584,0.7656716612322517,2.2350555675818495,0.24608230946573031,0.0,0.9615715684416074
R-1048,1.175112007035045,0.9490499483591319,0.02645342034873288,0.0007872446095342695,0.0,0.6936053872123332,0.013476831312356096,0.0,0.027230945630575584,2.8609775401045643,0.09015130832221308,0.653843818941392,0.2539579035863785,0.13623258735467825,0.0,0.6794099193843909,0.15726163692928344,0.004802804814321126,0.06707404868708962,1.3595286327327862,0.024571596697580453,0.0,0.06643556051717805,0.26945630723741093,0.008060141387031428,0.02694421177010071,0.14355481605583867,0.06488034426296964,0.0,0.12076241399986784,3.4491661237298485,0.10897144432817656,0.7519573658626725,2.3066812267768197,0.2309317745189656,0.0,0.9083590562160979
R-1049,1.2268781977324916,0.9253112267489162,0.026225737759609576,0.0007881373694607004,0.0,0.626538799983868,0.01370908639164724,0.0,0.02789815297009818,3.1701544532769454,0.09010175910482886,0.7097923480147015,0.2816502162485787,0.1338297123820168,0.0,0.6742035383837404,0.16225721940706994,0.004507945088022604,0.0649905727537119,1.3802068149405482,0.026727383906441915,0.0,0.06661176735287709,0.25142685372350826,0.008556051015130598,0.027049167535955144,0.13096560066415705,0.06545721429200382,0.0,0.13964280088764203,3.8653897680138463,0.11355444993324809,0.8087871873265974,2.4777952653114403,0.23847590854193101,0.0,0.9143202772848078
R-1050,1.2077988719305959,0.9347193467145882,0.026760855007714215,0.000801850270886893,0.0,0.6806862410280635,0.013362866044033311,0.0,0.027930341483394683,3.10238417875716,0.09529079699546705,0.6398003282931045,0.23825881703242555,0.1428158702605045,0.0,0.6152777775863135,0.1634466643510857,0.00471159820956142,0.06941338715141972,1.3234433685365377,0.025925289850405688,0.0,0.06656932283883238,0.25872897056477484,0.008132603726147864,0.027359402474468476,0.1371692122658159,0.07112326943442965,0.0,0.13720820718636345,3.9530927179826,0.11578437129973071,0.7805732123672277,2.538066228470821,0.23682211601951278,0.0,0.8633397378701818
R-1051,1.2007335192132966,0.9237382470462274,0.02585920105420309,0.0007717823807161561,0.0,0.6560903850549462,0.01317625635387959,0.0,0.02759549298656393,3.501833431959174,0.09351269245117824,0.6787740194184961,0.27612606177763416,0.13669104828165285,0.0,0.6471536994788084,0.1630399386702605,0.005122808538458789,0.06772133170721391,1.2870687119560482,0.026031222252172682,0.0,0.06402203564677247,0.254829861991223,0.008176267745218369,0.027026100969942707,0.13760782086146356,0.0686138206776654,0.0,0.13809080011506022,3.7010315152524202,0.116305257428786,0.7789471691901283,2.2734162466124883,0.25012353508715673,0.0,0.9117407235502824
R-1052,1.194051259624468,0.9444044550952176,0.027167485405372224,0.0009130063162890138,0.0,0.6972446706869043,0.013874648994327093,0.0,0.026223892258010917,3.455714227186491,0.09829429133221963,0.6667237416831058,0.2616522702982265,0.12848827353387346,0.0,0.681034951498093,0.16768608003564855,0.004891526371079342,0.0670307166980914,1.361474763009269,0.026744946136618316,0.0,0.06768851779253712,0.272778893395453,0.008659844377182766,0.02586146033748814,0.13086403507431804,0.0700652195226191,0.0,0.13634314181848414,3.5691445369892745,0.1115038199712519,0.7073800874924985,2.443977339597576,0.23580592886559146,0.0,0.8793604590083762
R-1053,1.2050119598442115,0.9358581815839152,0.02547225034606568,0.000820227915462393,0.0,0.6751115244476195,0.013572610649100095,0.0,0.02798892276668973,3.1111356347609918,0.09360482138493802,0.6619531976390725,0.2658817588645606,0.1332186074621067,0.0,0.6479725507427916,0.15805029256236963,0.004653392564687455,0.06472402111240416,1.3324343957237736,0.02622094695320411,0.0,0.06468916720200621,0.2547819642507945,0.008358480047881055,0.028115133846069864,0.13313501546336448,0.06692604789692458,0.0,0.148755569720303,3.4459643210472013,0.11053256917784428,0.7540157647081688,2.162042538573657,0.2330262782985029,0.0,0.8935195284045254
R-1054,1.1908466641163797,0.9409641667731633,0.02671061547666363,0.0008033679455208224,0.0,0.6589876128552875,0.013777828632936747,0.0,0.026299734365366183,3.1089087047694663,0.09205691488603664,0.6155519308788215,0.24422041566508895,0.1339169906865151,0.0,0.6073668821543758,0.16160020390527274,0.005065154709851806,0.07069888472257435,1.3644495433570762,0.026214876183181163,0.0,0.0633347046963877,0.275227786419408,0.007863282301788822,0.02952940613452256,0.138487933936064,0.06322268520240702,0.0,0.13216001578446515,3.9195336075270992,0.11293466277654132,0.7424001855715768,2.348966150340643,0.23488873474073269,0.0,0.9516361408400786
R-1055,1.1967114047669314,0.9526263293041092,0.02674670173122001,0.0007911312726525846,0.0,0.7235230848453749,0.013633931135866239,0.0,0.027536459962688227,3.1287251067922512,0.08781310623538764,0.6413388354697583,0.26094249714620515,0.13916662552418754,0.0,0.6957758798382954,0.1539480010239343,0.00481416527344075,0.06881389080275575,1.268737438750641,0.026456360857854796,0.0,0.06982339537015358,0.27156305941417797,0.007646987414706987,0.02767164420763172,0.13241917084037264,0.06737926946487537,0.0,0.13501032909515656,3.4133767460409876,0.10128861109273925,0.7678640721916522,2.513814997842349,0.21761843578234183,0.0,0.8872553027209488
R-1056,1.229934687480301,0.9299358027836304,0.028133601797637176,0.0008126623187526661,0.0,0.6441876991076646,0.012761923215883406,0.0,0.02741418990539306,2.8770023861432206,0.09712641320413433,0.7043676691830583,0.29241803752352213,0.12575717032766587,0.0,0.6991962399869387,0.153140272294939,0.004581675195380176,0.06629077743492955,1.3802456747678429,0.02817574840384166,0.0,0.06511367009513921,0.27657879626549625,0.007904384768411763,0.025649706662359963,0.13902026125218586,0.07050650841676494,0.0,0.14064666337175136,3.7318608289618256,0.11282782475542762,0.7460873394025438,2.525810405231858,0.24058454409037366,0.0,0.9248325216971686
R-1057,1.1816426370127482,0.9482884389431416,0.024049673911488642,0.0007352847441332242,0.0,0.6414427560949103,0.013794066131313433,0.0,0.029162908343613715,2.994739410868743,0.09552529333653834,0.6576022748880034,0.26949678239914454,0.1322386675302973,0.0,0.6523518680528033,0.1499049859980944,0.004695913479539854,0.07352289869117906,1.2716060467394128,0.025994153723163715,0.0,0.07209053856235606,0.27330323244212723,0.0073021455313739,0.028386035457593377,0.1359429009218232,0.07194516194659888,0.0,0.13383016497598577,3.7764071138330926,0.10909180557100828,0.7110886741307082,2.391434354118539,0.23581113903415382,0.0,0.8902803871364167
R-1058,1.2167723410945963,0.9163564875483575,0.0247311949973626,0.0008330110169759591,0.0,0.6713288281152449,0.013426331107156882,0.0,0.02713685097949402,3.244182881089345,0.09776458268314696,0.666819065817995,0.2646500630509903,0.14059850096384477,0.0,0.6387478428145523,0.15488799501337597,0.005121582765598368,0.061716605459910034,1.433933362546288,0.02603564172701509,0.0,0.063809082381988,0.26116426975259655,0.008042721635046417,0.027654535526291615,0.13126867372606782,0.06660016161747807,0.0,0.13204963993544314,3.547187377097553,0.10799252207928065,0.734321634212975,2.5130215819067407,0.2638233566302487,0.0,0.9368172422516591
R-1059,1.2385878730689022,0.9433277070758819,0.02576683266605765,0.0008356552734733238,0.0,0.6793832546593264,0.013621380156701748,0.0,0.02559232735758839,3.338671827435054,0.09199627611584049,0.684991768465144,0.26399496706468567,0.1399093331717489,0.0,0.6553963613380464,0.15077162474993647,0.00458151585716931,0.06609766891436855,1.2808326069007039,0.026836839912620116,0.0,0.07029261855962617,0.2649334029288534,0.008319041148842932,0.02691950365310984,0.13163890765888975,0.06719008345314496,0.0,0.13479329096308526,3.8436180246502,0.11394257571927949,0.7315276962801589,2.4259001584063897,0.23070663514648132,0.0,0.9139854627665464
R-1060,1.1727909374212508,0.948796319565908,0.028424161848602445,0.0007545871783469748,0.0,0.6539166332070702,0.013887956956290522,0.0,0.02685585732857225,3.1408744597187375,0.09309098881067007,0.6597680971559058,0.28947245333767047,0.13121866447054154,0.0,0.6926676586277085,0.17051698470269094,0.00476213070666067,0.06267951705026215,1.3492795491472727,0.026559740834536886,0.0,0.06689078571661307,0.28114994780796565,0.00828086412542831,0.026545919768398735,0.1363770573418012,0.06638233510032938,0.0,0.13671057862376107,3.4920103148814614,0.10575987112493802,0.7956890505036079,2.229665937771013,0.24344145847129212,0.0,0.9168319222854876
R-1061,1.1628017607235714,0.9272269457649717,0.028047189156299817,0.0007959838023763599,0.0,0.6552862933181001,0.014173139577262916,0.0,0.02561643624699892,3.2110109158783993,0.09533584335687321,0.7014558204569536,0.2726288158113358,0.125988842112502,0.0,0.6918106826605694,0.17025028696042196,0.0045374355940702655,0.06824948469751656,1.4417027321098717,0.025733671030417918,0.0,0.06944078072045501,0.2586878002206151,0.008081659092478174,0.026402845378757922,0.1402543125345508,0.06349265321841016,0.0,0.1287223004458891,3.6524656698276523,0.1040535186786311,0.7890333985301109,2.5831051158631313,0.22868361778798146,0.0,0.8879065912171022
R-1062,1.2615270652678174,0.9333590466009142,0.02563901170877559,0.0007251908720910184,0.0,0.7281501042749201,0.013527950879944902,0.0,0.026843273046998867,2.9649173264554807,0.10048928487749312,0.6553507083694365,0.25405286286296075,0.13748904002777573,0.0,0.6798622138742698,0.17738768892548756,0.004762497136507255,0.06908084507669356,1.3951674725125096,0.024681206149564233,0.0,0.0729828279332301,0.2800393987962345,0.007672492670221206,0.027229941904373743,0.1317454715379988,0.06513402854950284,0.0,0.13165990073366482,3.647248532058023,0.115298284647672,0.731860618206206,2.329910581773781,0.2510541609957457,0.0,0.8692125771915208
R-1063,1.1830936969672545,0.9501673253958243,0.026264726129844228,0.0007796823471512045,0.0,0.6719782997821964,0.013936887044350676,0.0,0.02672468212685958,3.19792184288028,0.09827558325252418,0.6510648348767702,0.269133617272917,0.13304610580627127,0.0,0.654436003297517,0.15596527772299074,0.004737163807129977,0.06728786018112087,1.4317733139767694,0.02588468218859144,0.0,0.06815836846042472,0.2603261977238719,0.007641014957154999,0.02807364804616226,0.12794675413847842,0.06543852510492446,0.0,0.1391653004168524,3.4574123302741433,0.10075497805199364,0.7926309589629491,2.2934385119060243,0.24907943254244225,0.0,0.9182302027372296
R-1064,1.202914670800045,0.9086217088191094,0.02631065875780786,0.0008074590084569808,0.0,0.6782975648500207,0.013471882122730419,0.0,0.028103037829271232,3.1055627750381527,0.09746938293523158,0.675616860577626,0.2628916788974442,0.14390507842934253,0.0,0.6397916847359371,0.15075681152259077,0.005162464169106797,0.07149882974710595,1.4029100475760352,0.02577700134381208,0.0,0.0679973043103682,0.2554027320488511,0.008085845390842172,0.025394583883640347,0.12805895417075913,0.0634832507753414,0.0,0.13353474111229469,3.4616745860104157,0.10707940473597084,0.7198182345231049,2.395628324586256,0.23975757267335293,0.0,0.8455189518893216
R-1065,1.2062963877377737,0.9680399648147126,0.027872411800146078,0.0007736278857806633,0.0,0.6611988876625791,0.013920997447177386,0.0,0.027193717732289825,2.984517468013225,0.09577508183342108,0.6969585781960826,0.2640174514198582,0.1366779909310438,0.0,0.707309061768258,0.155772191744365,0.004909279102613846,0.0671521114597253,1.3863816562917468,0.025832735735562388,0.0,0.06650707663679306,0.2565661502323007,0.007543501401122387,0.02732449110863702,0.12699066140004053,0.07168451148667339,0.0,0.13932409129222784,3.799203342553621,0.11319677890811732,0.7500145429724806,2.086784190356703,0.2393708860049776,0.0,0.8748339291862273
R-1066,1.2583747442349285,0.9251759710804341,0.027671030194628982,0.000744280222424338,0.0,0.640902932334678,0.013337285474491697,0.0,0.02657406783853283,3.380257976559908,0.090493334700523,0.6396136613628607,0.258393070242673,0.13054923817262587,0.0,0.6507935790861953,0.1541355986045287,0.005035262085048378,0.06783025258377369,1.249594576627012,0.02632329553723804,0.0,0.06483120981972322,0.2659195925145983,0.0075708704191587775,0.028026639933702763,0.1376000696745909,0.0690589149537418,0.0,0.12975665696408212,3.644104853574788,0.11210468237142997,0.7586266239685248,2.238532290619992,0.2516381789534404,0.0,0.902372659389373
R-1067,1.1846809593533407,0.901245920452998,0.026650743005431764,0.0007606813042028015,0.0,0.691545050278118,0.013923037410143209,0.0,0.02663755418900004,2.983555038731959,0.09210766475717351,0.6805972308407255,0.2664674919927727,0.13140127087246917,0.0,0.7237398329925263,0.17243815417813352,0.005007049792800969,0.05977264728453008,1.3528842186775287,0.027339876468974372,0.0,0.0687976168556314,0.26946070565265756,0.007800740646896701,0.025379232612724262,0.1350895119038776,0.06890284698969641,0.0,0.13051678742813802,4.00135840971905,0.10749152911117596,0.7872651541232779,2.3293374414423034,0.23642999589790709,0.0,0.9164809174108687
R-1068,1.2453554791088077,0.9244409914794656,0.027339083228981317,0.0007432938638198747,0.0,0.6710986221094738,0.013419258951179588,0.0,0.02861545441643787,3.0691501667055108,0.09645240518372818,0.7099425622516091,0.2622045821829793,0.1318523310483334,0.0,0.6176134111714474,0.16317404346292824,0.004472236296785722,0.06677716846942444,1.3815484305017134,0.026748684029564793,0.0,0.0716510918674319,0.2810273736577115,0.007895329218475427,0.028073160706266646,0.1398322799827573,0.06297824791957791,0.0,0.1265700457526544,3.335040827916645,0.1284690715732293,0.7408675203140089,2.3809979837219863,0.2396714159636679,0.0,0.9192562711424229
R-1069,1.242445516752614,0.9228410023261453,0.029991133836310323,0.0007897819737168526,0.0,0.6498420148527355,0.01334815395573887,0.0,0.026116538010161356,3.2322920391583536,0.10088861757220156,0.6505560288237794,0.25862105862827467,0.13656976144760927,0.0,0.6648807071140994,0.15534877442058365,0.004789125718650888,0.06513925568575551,1.3174450298626976,0.02737989259494988,0.0,0.06927467528630421,0.2751039399546629,0.00794639377501893,0.027180966887270275,0.13560044656152187,0.06532742305622034,0.0,0.13524724159871312,3.9443128208538223,0.09558546191385783,0.7351782564376481,2.594021566592303,0.23791296406115597,0.0,0.9648025031917755
R-1070,1.2494674226460845,0.9138601453754999,0.025817984092148593,0.0007877115893044234,0.0,0.6897718253275302,0.013429715438703456,0.0,0.025821471427023443,3.587147269367055,0.09183287664510018,0.6832321428653451,0.2684849223435492,0.14803821137620934,0.0,0.7433730908390296,0.16785996272488538,0.004857028736959557,0.06520345790827259,1.3794054740879482,0.026784202362086583,0.0,0.06238738769192521,0.2500326989534597,0.008422604529529044,0.027053606875904742,0.1370122014722306,0.06520663059256707,0.0,0.13232129005002352,3.811194226889112,0.1081469606502182,0.7146261452360296,2.5176270021657365,0.25315782907785167,0.0,0.920594479888321
R-1071,1.2073267931873959,0.9142951810630096,0.026490899394344698,0.0008552114470311257,0.0,0.6508789741072315,0.013309577321012418,0.0,0.02689614806597393,3.140670617271927,0.0933038683243963,0.6253286044529363,0.26063894935671883,0.12669889633183834,0.0,0.6939706780526714,0.15837994555774362,0.004545403752133049,0.06808851390993348,1.3481520520383206,0.024443504462530737,0.0,0.06447934100139377,0.2804603266897345,0.007865541900427398,0.024955820489362412,0.1367462418855612,0.06246419830928061,0.0,0.13248678045433568,3.4101082379794487,0.11769937627737824,0.7580541073966791,2.5179951695299883,0.23379284770123282,0.0,0.9156981440719293
R-1072,1.206199751531134,0.9222596367364274,0.027180560629704066,0.0007515003901530004,0.0,0.6767577755437871,0.014260227118848768,0.0,0.0278302877585569,3.1817963707542454,0.09778888668889012,0.6606894114906997,0.270514892237002,0.14197527254177653,0.0,0.6999247512590792,0.16477092314277958,0.0046325818668359175,0.0656514793437159,1.3109162103089738,0.026152022627532044,0.0,0.06673316206956786,0.2655642158446807,0.007807922275078497,0.027557843304138786,0.13134767573232253,0.06682058627164558,0.0,0.13758494820892161,3.84483995317639,0.09577266178510202,0.7758686401341923,2.3864458671979705,0.2521727687353592,0.0,0.8929926355237309
