id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
non_199,0.08582995999023778,0.06077061862285397,3.5530209452440635,0.07610551078197554,316.71804046032463,recycled,low,non_renewable,3662.282566015113,2615.2154883500257,39.958356525212395,1519.2537838922794,11.002291268781097,1416.7773026945426,0.7229861394530971,622.4922412946054,2.7906689274914043,0.0798092561035817
non_195,0.07300927822380486,0.03356049400503577,2.3746030439726105,0.06681079587204614,178.796614442313,conventional,medium,non_renewable,5567.317445410546,5721.048755411059,37.250296682209935,3408.4336248455056,16.078211264624194,2051.3193167100676,0.7272201383444578,704.8543727834833,2.559513362384469,0.09131570026813214
non_008,0.13012625758417853,0.061405942892976406,2.67776496517179,0.06458125476695815,119.43828669239426,conventional,medium,non_renewable,3387.4791073066417,2931.0086166960145,18.109042791333962,2579.2611487144563,8.958045055250377,1066.6321406872453,0.8365362257045347,449.3183277607121,2.706283164884047,0.09220336976725858
non_180,0.08160364822826185,0.05740134901837203,2.7229209064793314,0.09098593950233617,234.44281031708636,recycled,medium,non_renewable,3513.3342741260653,3026.390849965881,62.53232985210737,2768.2350008805224,11.66697055919442,1682.804883638329,0.7725333880372282,675.2119899145572,2.6264823245177493,0.08835612760193692
non_157,0.08387229570259294,0.03960418915670329,2.9802953393391096,0.08403841931272024,403.1896514376392,recycled,high,non_renewable,1610.7800140954278,3002.839818572457,33.63691775486198,2294.7169083023814,7.256988466878335,1043.428013510387,0.7490732028559342,609.8211331476322,2.3460951675638837,0.09169596720298911
non_114,0.07950827770097367,0.05484356031690842,2.335842338099236,0.09584556978054816,105.46813826992539,recycled,high,non_renewable,5581.29068116808,2624.630061903812,16.43285152462514,1784.510136775066,9.30112127256231,1746.4677711728607,0.7460509399512771,568.4009290507347,3.1209688841510284,0.08790690529803401
non_028,0.11054680166245011,0.052776786625254694,3.3587735228875792,0.07585765488014068,209.11206180892634,conventional,high,non_renewable,2827.048464639405,3251.082281665877,32.24410089935888,4834.140176452045,12.788930735451318,1951.0965796203195,0.673316157753932,663.0185345081736,2.2869451766354825,0.08587391619003543
non_015,0.13900545636416303,0.050948402358583084,3.5384892392251643,0.054980819785492116,365.1438121892734,conventional,high,non_renewable,4879.230888766706,2745.165723828439,41.115897772161425,4954.62573321798,19.4188612050817,1201.4434007664495,0.7447471416327923,563.5545899859072,2.8257998050058535,0.08229078500816212
non_068,0.113672099636836,0.02870813717280646,3.244085878659216,0.10193337341923442,390.06117247432815,conventional,high,non_renewable,4563.947073816739,2597.4825104374595,27.347070788478803,3922.0025901782865,18.73377284369638,1183.2013529642413,0.7162201748564389,567.8037448545449,2.682972562099385,0.08979867737826054
non_114,0.10205313707814677,0.06876867112120315,3.1169606649990103,0.1315758760079023,275.8729936864311,recycled,medium,non_renewable,4323.005869711267,2053.949116566502,53.975800044693884,5245.930283199716,7.303599307086316,1069.201177129625,0.6565653842303635,553.4003860979099,2.586277588264215,0.08812838204960377
non_195,0.09210721974016793,0.05115650725302035,3.418723828581709,0.09997108761312365,340.31578401508744,conventional,high,non_renewable,3736.3258316136053,5226.529159477974,44.87861320846115,3893.1937000898074,4.3695565016189795,1799.2857561041537,0.7726850892038611,506.6559737176119,3.1154500379663608,0.08641228109995507
non_027,0.13821754189353713,0.05895339496002527,2.6924380511736064,0.11042402980669454,226.01085566893127,recycled,low,non_renewable,4093.7830845638873,4271.407976038903,44.08459722416093,1588.390347277514,11.185158502368322,1062.7099878787442,0.7205357397816956,435.66759240768585,2.791369516097288,0.08870144824544161
non_172,0.08551231288669135,0.07084747284647139,2.594883323822568,0.09744842533077132,185.47641037300758,conventional,high,non_renewable,5107.6245313262825,2181.962408198816,23.235876580844227,2410.439087907571,4.390710475134505,23.146309083162123,0.734151655310233,541.1867565290672,2.544261144536883,0.09697944785182518
non_106,0.13325597211127765,0.06040966591366459,3.2424721784386765,0.10425996538880729,346.60383896682407,conventional,low,non_renewable,6493.502490012968,4218.8495350758,9.896530357864354,2229.0908665781844,3.90655695634766,1092.6129182355344,0.8125909615043175,440.555863618919,2.607104633673017,0.0895345181292166
non_185,0.12209750188113881,0.0669516691368463,3.3434746842626817,0.07829542986891047,190.18884056874097,recycled,medium,non_renewable,4580.33469783048,3355.745379924351,26.493454245306033,4475.4622256993825,8.960746561260194,467.0318455084307,0.7214873155689501,552.046281398551,2.819770534392274,0.0781759132541287
non_089,0.07908226168778311,0.035843686080211316,2.292363414988082,0.0646914415413799,290.53034296148206,recycled,high,non_renewable,814.1974100516732,3136.035680985388,6.841675574682263,2019.1481937959325,8.60591773601348,1119.6818674091123,0.735844117205669,541.9045652376001,2.3985759904333843,0.0882567798032326
non_172,0.099727845301099,0.058260128480252776,2.132550191242326,0.146132392403473,266.05907152970644,recycled,low,non_renewable,5516.052009309221,3601.349590508731,26.0237190294156,3528.5049666083883,9.705021080549256,811.0840356277257,0.6986733360224666,413.7534046436205,2.526186551399174,0.09676072403294525
non_070,0.09635292862730135,0.028318444353098063,3.2938713117048724,0.07623892886131894,334.11842092156155,recycled,medium,non_renewable,4758.66065637788,2022.6945398262797,11.454617238530187,5055.728043513878,17.88342395481404,1047.854632846267,0.8414161779926552,666.3044722780428,2.3694490862318474,0.09206504471542164
non_047,0.10630356217830263,0.036961003627149415,3.2945328748677345,0.11146864391204374,221.7114144731462,conventional,high,non_renewable,4715.713693476922,1976.7655563069734,40.078174380975426,1470.2466146281135,13.080028093163168,957.6725386945783,0.7029464754688962,491.36918188803713,3.1767657830354024,0.08570741638314751
non_112,0.10104346306601904,0.03832831883338722,3.3695738745112775,0.14109177582458937,112.7275249287245,conventional,high,non_renewable,5743.051622716091,2156.916042215458,20.825895122544484,4097.556088792211,6.6127158423647305,1719.2845588062828,0.7339512187110457,725.865380129526,2.2805029305925144,0.09126569633305366
non_184,0.14212475321537332,0.04750373044944095,2.7494910513197666,0.09861693053136401,198.23036740616962,conventional,medium,non_renewable,5933.98554901532,20.648,43.39008661880399,3406.3015777270734,5.680918724060261,1670.4934672489017,0.756249763644888,600.9400143698393,2.1483768133866854,0.08586316071266017
non_143,0.13656245256691246,0.03132454865643375,2.7555497219534812,0.08918917512650011,210.76080832514262,recycled,high,non_renewable,3428.591232947379,3110.5436632897304,14.891853058919342,3244.5336050236097,8.945363080845587,543.2929350560009,0.7032679419887581,589.6027495168623,2.52308181508298,0.0803676808758632
non_167,0.08677486712794402,0.055269373289335476,2.7761607612501953,0.09297564011763007,215.46808139646004,conventional,medium,non_renewable,4631.852991400307,1010.5463463835099,28.35821358872052,4279.596660538122,12.60194152550876,1432.0409790846302,0.7765920836816239,505.9768548404461,2.628603239998466,0.095088905441962
non_138,0.09971054136587068,0.031199533524341468,2.9945738689884775,0.09968926606992037,161.41859048493012,conventional,high,non_renewable,2714.7814255115272,4773.950228572735,55.97642159791664,4800.479304900933,0.0304,952.2651521909949,0.6842436915231508,590.1865630568108,2.451367395383204,0.09243504853909705
non_005,0.10364220457220787,0.0645050414637389,3.331144580771897,0.03092488741046065,291.6523135924847,conventional,high,non_renewable,5833.9091892926,3254.087506089867,30.20742885402403,3554.2123451095445,6.717736276103393,625.5910305098803,0.6910422770001527,555.6420516241163,2.778221397320334,0.09543584991552233
non_161,0.11274585380422843,0.047759980788670046,2.3343295643792326,0.04758836738705373,180.08626680504062,conventional,medium,non_renewable,3903.047109135359,2332.0290478177367,33.38881874883669,5579.648226131912,16.37036281336623,704.885502819229,0.7738911555065185,667.3163546674226,2.981924679502749,0.09048660591086159
non_077,0.12776823348976452,0.043202246199148184,3.284298855570254,0.15853950009919981,157.60821658834487,conventional,low,non_renewable,5797.05041654631,2928.9267241021926,36.77201928543393,1340.5044001606345,5.021903059297908,1086.7921746314316,0.6817757104472439,621.5886685251622,2.800982208797471,0.09166345086846649
non_171,0.09778956752625692,0.03665888926120463,3.829472372779642,0.13552769873872678,399.27879454309414,conventional,medium,non_renewable,4596.807637531908,2739.2834309346795,13.731427760759836,3136.2416756036364,8.335459848432865,972.2443788368772,0.7343149816193195,533.5698164252901,2.9976620237099945,0.0860623856883349
non_084,0.08442532235206474,0.06642413793811255,3.310475453076113,0.08479673446864544,252.57826804631677,recycled,medium,non_renewable,4181.893844097734,3538.486911030364,52.07855989765111,4329.065016283655,6.584867202426691,1370.545028239189,0.6640802270002291,686.5376920355146,2.734995466566517,0.08852012263121997
non_059,0.1029827476351534,0.026457685250035196,4.5087865897155455,0.09085084551468199,233.0262396868207,conventional,high,non_renewable,3306.9485190446458,4725.758454431171,51.16672749488128,1357.1136746217,5.376101871270104,395.4557177311425,0.7236835912994326,674.7976196147,2.7174923255837897,0.09319143123718783
non_179,0.09804883175040541,0.04170988186688702,3.688103602245965,0.13946016336008477,327.1825090635523,conventional,high,non_renewable,2611.189198443525,3954.795713597104,25.557709022139633,1554.9593223242164,13.125773212639764,1025.9510383902013,0.7363912860098586,737.6448840053243,3.1891644503274477,0.09370192036074697
non_024,0.11276663259645325,0.03423054528121475,3.4314618842177635,0.05375443353893947,143.19444206597066,conventional,low,non_renewable,3793.226122220775,3872.9074311970326,55.23214421790183,1957.525054992864,4.203379127837388,262.90365566988396,0.6434592035536097,680.6361143045203,2.6662731117219356,0.09545333442810534
non_185,0.1042183189814244,0.03310685318414208,2.9616119395107283,0.08385591699127579,179.1349463085552,conventional,high,non_renewable,5879.290370444944,2387.6088638772167,30.09875170143582,2782.368195533025,11.838154399197565,1186.1810235314827,0.824303940565151,579.3212684459454,3.132410661588568,0.09345910608982255
non_112,0.10391747964205925,0.05537084002389213,3.2910814301886697,0.11679072623483912,194.38031703085355,recycled,high,non_renewable,3242.1272705336914,2453.6795803872706,58.52282971106217,5152.777206434548,7.956989859807352,664.0052935668641,0.6789315024155336,684.2334805591485,2.5341708290320875,0.0907027472900298
non_049,0.0788493437900097,0.04610428486235705,3.3091892515494012,0.038517719567498956,167.22501272840984,conventional,medium,non_renewable,5393.968835057774,1720.9607112657739,61.47338988780412,3566.868494342411,15.718151756183243,1221.3602138033057,0.7409575142019075,488.6502164756101,2.4522471740994027,0.08933627274143985
non_046,0.1124202270140364,0.03993225721727989,3.244584520280081,0.13883125110815478,273.27864595369266,conventional,medium,non_renewable,7015.509212935955,912.0788165648123,26.18567729432435,4668.738832371443,4.554998799828673,1356.6918254751956,0.7513004353150016,547.7767971632578,2.5326349801368635,0.08968476949503516
non_028,0.09496807705866257,0.0591859297363933,3.305171270262334,0.041861362667233074,332.522832229648,conventional,high,non_renewable,5730.502195746326,2427.8481772924615,39.87220440507924,1.9544000000000001,1.333012360820252,1065.6634018005084,0.761235100478007,505.3712231567765,2.5272457076052097,0.09315657352549425
non_136,0.12304062267006027,0.0408193378042514,2.9195951811896044,0.08445228770586,247.8433061482334,conventional,medium,non_renewable,407.45774797473905,1185.6805580246435,40.60864507590894,2616.9278334904498,13.40301436232151,1063.2559095755912,0.6804253794178453,591.5707603529739,3.238552226515705,0.09427119564482343
non_046,0.09234980573872074,0.05216853768590535,3.556374078069707,0.1091829666679692,172.85894527047424,conventional,high,non_renewable,4554.693436363117,3339.551721155647,16.51036130669372,1274.1784220790921,5.920013836428403,1933.343414134692,0.7828818351868629,651.2750916166123,2.7004912909730803,0.09742108077193763
non_038,0.10663552514600669,0.022547325634511943,3.5776533229294896,0.07667060875031938,200.07214236071542,recycled,medium,non_renewable,814.4189408089869,3851.896508593739,47.40782969076036,2968.4616558458047,11.865478500788274,983.280100233316,0.7881489940006374,666.994934760189,2.571150381701217,0.08960786777974264
non_014,0.10641019226517213,0.04722803769693056,2.2473972469217065,0.11890450872945682,610.7767548788428,recycled,low,non_renewable,358.8442334454671,4816.238769618274,61.604218291454934,3159.1984268051215,11.211614774073212,1443.4557326834051,0.7816872304271427,671.2733720802236,2.6004718293815516,0.08682287444093822
non_114,0.11767373467226289,0.04794998189544056,3.1119237611040864,0.08736311465523919,183.84266614431868,conventional,high,non_renewable,486.04494338180666,4170.146100301223,28.75672995021678,3130.5820023538317,10.660322696731612,891.909695900116,0.7301391858432255,687.4431004470975,3.090664333388776,0.08832022982994293
non_018,0.10376098883289843,0.041088403391221155,2.5978303501046156,0.1014337336272131,267.3955465775702,conventional,low,non_renewable,6553.190587538965,3577.156283187722,49.00423995639136,2125.1661862146057,8.9154740838033,1170.1224919486895,0.7271160102982774,557.4515396526724,2.463604810690275,0.08597427583428202
non_151,0.07043654977908093,0.06250209652694332,3.0070899183894393,0.10976062267674706,154.80062324845272,recycled,high,non_renewable,3513.490366530814,3063.861530940909,36.652560829695865,2942.8809076145103,9.118736367291252,1750.8883854263772,0.753725598557527,367.91003656645864,2.5403547126830226,0.08787141686411232
non_152,0.07654716711421003,0.04802879270551163,2.5536172459982938,0.11140167333681389,294.43158947735657,conventional,medium,non_renewable,2602.7264879992867,4932.236518110161,49.96285851342812,1717.857929992968,16.559668252791337,10.8512,0.7777774649073979,630.0814672394259,2.4900397138284083,0.08736758384461021
non_094,0.10052927568067935,0.0462783600288598,3.2788068636457113,0.03542288562198426,371.425547392568,conventional,high,non_renewable,4625.927761944087,3800.4464242570634,64.13233755086208,3353.9771932711064,0.0304,1093.6709302824827,0.7396237018085471,472.4336413119264,2.916389694427458,0.0863422028568179
non_128,0.1349773942779406,0.06437533424427352,3.1953053217859995,0.11043521950949095,309.0213892053441,recycled,high,non_renewable,1812.1410287427254,3893.9076774139544,19.130707486663134,3031.252523047579,7.5924702973297045,1359.1882285588808,0.7577426630193365,427.1200432036911,2.888992011267043,0.08171994057115288
non_060,0.11869036691960455,0.05460058456380636,3.4805960441213974,0.13078333937348247,265.74467322516756,conventional,low,non_renewable,4842.679041839673,5891.585569873816,38.39027275951954,2831.0456614631817,8.54025899299962,220.99001204909132,0.7937124785520396,622.2709643516681,2.1873236757411907,0.0851905269062689
non_020,0.09690279029839814,0.04349848330076142,2.568260471036602,0.07339521005373395,254.24754385974893,recycled,medium,non_renewable,7101.096417147819,2519.80201149389,44.514355409799194,4016.4727322062113,7.122400832591074,788.590690044149,0.7468747599625716,544.0683757890988,2.804771151940769,0.09170335970932975
non_078,0.09834555029143291,0.03760323762357824,4.172917821951357,0.058803356068267545,143.42446423117016,conventional,high,non_renewable,1391.7454378399702,4330.966767120282,12.432117696137226,4445.281617899642,12.929727806243614,1565.7930649198506,0.7946674921262341,595.452855125713,2.825818566582879,0.09229508645560282
non_176,0.11405230546574162,0.043110902583091755,2.68942039315825,0.12261584996212248,98.47948362615656,conventional,medium,non_renewable,5169.779176181757,2074.779146060452,4.428877730687887,2830.2160640737397,5.121811751440732,1493.9209941973818,0.7585904015847927,571.5063062653342,2.7253234032666516,0.09840331453423912
non_149,0.11106055677344814,0.044134574276452815,2.2779754221130952,0.025313153434069147,308.4548283695906,recycled,medium,non_renewable,3279.9073419057268,4862.5788802144625,49.08979093124664,2485.637715647823,7.120290066708368,764.1334265015291,0.7456358003795583,533.9119045402086,2.7348566689240084,0.09167435696673515
non_096,0.07836576978690046,0.043789017406471835,3.0399607149373984,0.10350845331310775,284.14156404307334,recycled,low,non_renewable,5100.214208195837,2474.0112143005426,45.00678156361825,3546.871121050469,1.7523101191081052,115.57290181212193,0.6515910829343343,476.59464528060323,2.79140615412683,0.09093226484076297
non_103,0.1151576240764324,0.036952115760714,2.6660694682114223,0.07387564210907531,242.57430282907805,conventional,high,non_renewable,1893.7674044803168,2742.761610116142,32.60039506476657,3820.5587619059015,0.0304,413.3396664518385,0.6771860949669098,511.9713520848116,3.051690063456462,0.08922755664952708
non_038,0.08880887359174751,0.03454411635505772,2.658780622836207,0.11065274554198158,401.08869310141404,recycled,high,non_renewable,5948.3929452516595,4470.486473307767,53.102284391646684,3403.4758017570994,10.841490247696393,959.6277544021032,0.7301937249111011,626.1884186722601,2.662562085117901,0.08042143751471179
non_048,0.09310935145058878,0.05852983636085021,2.728461353282671,0.10490322828136439,364.64154984252673,recycled,medium,non_renewable,3814.579832672573,2972.0165653394047,56.342447808210736,1259.5529410527554,8.06180551264116,454.23495688767616,0.7222290164018678,673.4415605986534,2.652613296910404,0.08543637583081759
non_056,0.07342281329693998,0.06859101642544274,2.642337590874493,0.0982500075245748,371.99297102380535,conventional,high,non_renewable,4031.47987980416,3536.286826268194,43.53098319080334,2567.81131509608,10.700709910375672,1023.5915300166757,0.8328742478407964,361.38138924988414,2.8949506388132074,0.08439174613134681
non_142,0.11667388805436463,0.06694914939540508,2.85206502530526,0.11315348396939515,176.20292697713506,conventional,high,non_renewable,5037.2219292031405,2442.424034234758,26.085224853626585,5763.837575734955,8.014187626027224,924.523558617632,0.7079999559076062,472.9441434074104,2.5264998561346568,0.08437143424877545
non_052,0.1325208605980282,0.049856940576560815,3.614446089311017,0.07268139275793786,115.496602062265,conventional,medium,non_renewable,4361.89947393662,4254.5169331938805,40.477272291856835,3142.7620393781017,15.617012336224958,1144.8614205917863,0.6906556847076152,737.5559346442467,3.210086808165953,0.09738341092050619
non_078,0.12097054683643856,0.0715789581577063,4.042175202167048,0.09835466855149765,113.28633393675457,conventional,low,non_renewable,4272.505321798265,4336.1675078796725,53.051165082551606,4661.108247202354,5.049667996335466,927.0174296955169,0.7947212530019634,486.50666553343825,2.2846560149129718,0.08045789039652934
non_072,0.11114335795365216,0.0526915654151551,3.049286002398827,0.055536514053163163,370.6729426479003,conventional,high,non_renewable,927.6375350105614,5651.6332080007505,45.32062904210686,3252.4113272152085,6.707374931744997,993.552193647981,0.6566431634080468,442.88900129515116,2.687847499401594,0.09064370547189665
non_107,0.13009351207573694,0.05987569511863847,2.755958157091231,0.15078968584327035,200.48320055396167,recycled,medium,non_renewable,7023.582279665059,3090.404270283304,64.92375023850744,2817.465920229565,9.293031403142365,957.850595049089,0.7136171816072023,525.2926870699533,2.6046176819410127,0.09642934496257438
non_085,0.10575190789247474,0.0644643139936486,2.8595668987919836,0.13731105021970658,272.51764391474427,conventional,high,non_renewable,3626.676268096702,5007.8851284838665,0.25015774452385386,1481.5894477810252,2.2373471904698423,898.5929224240003,0.7136854645936989,490.9456899662995,2.9900747895680952,0.0898434074258078
non_099,0.10158827550098393,0.06998619764214509,2.9094537027039173,0.08877521260654506,251.30571583528075,recycled,high,non_renewable,2938.068182321184,2276.418963644206,31.14476354911899,3251.312360825385,6.835723248030705,991.8137764993537,0.7577585160252921,521.5506467642515,2.7762346708326304,0.09211178696542044
non_072,0.08735141794788878,0.05406359915069176,3.3370041675186,0.047535957054268906,361.29443999323485,recycled,high,non_renewable,4889.9277107666185,4612.241456841701,42.6664453502558,3797.379134669719,5.537047141047218,1064.2811793786627,0.6501100617880572,404.45854596231504,2.8132110261495313,0.09203467582689541
non_157,0.10280148797177857,0.06174877287677136,3.163213617021794,0.07303956344176706,172.75167062390358,recycled,high,non_renewable,7774.712676590552,2896.4661134933003,66.0787413696116,3963.4360880136583,14.498453704097138,209.60269301975745,0.7665271777946353,539.9543969540794,2.592316731631155,0.08324945700382679
non_099,0.108824198034534,0.05308105816680054,3.9594507591720007,0.10998355549459017,298.6518185800981,conventional,high,non_renewable,1451.4515546506955,3421.507781216079,36.36136081690192,3587.8311432000537,10.806576845369106,1442.8410281702008,0.741297213294213,488.7774023184503,2.448556813121843,0.08214322034929084
non_177,0.11986573835870941,0.05833503217278682,2.1625697231006917,0.1754659827188456,106.9044501401109,recycled,low,non_renewable,7223.420802821345,1409.0982223469982,33.97550854104807,5126.0560929743315,3.331514714621755,833.4149394445926,0.7267844419681074,490.8491032397163,2.642592458031432,0.08885194912356494
non_198,0.08958152195804628,0.05226695054632539,3.308602674035477,0.13771146230699202,327.28889489631814,recycled,medium,non_renewable,3661.184814705438,3283.0089593319913,42.91418538943055,1136.065255206036,11.434943086481367,561.4754970522087,0.6855000021327664,621.4369712667576,3.2145388595519924,0.08882038213654424
non_140,0.13428760597782138,0.06541822360918965,2.797294520124287,0.05218147130656131,292.8551387816172,conventional,medium,non_renewable,8229.012330702824,5074.03525088629,14.78017112795252,3407.888115136703,5.961915153029558,1639.0330211957178,0.7297963708614064,645.7019224428589,2.789364396486914,0.09218952937311907
non_165,0.09591775459932946,0.03930587119242118,3.092205349234052,0.08468792344483683,166.7594134096629,conventional,low,non_renewable,4003.024970188056,3877.0796222244753,25.642969570014273,3338.5942471618105,16.804064389955947,934.2283715092522,0.7073803851613225,461.25368271632976,2.8139814620037154,0.08959367285114443
non_033,0.08548508894090341,0.01009174596259868,2.4030617991519025,0.09310012938711905,142.49987923364267,recycled,high,non_renewable,4199.987134348119,4781.336646949549,18.84146981009816,2409.6391142090224,11.79165021550569,1362.6581807344198,0.7892114372055867,605.2064080618295,2.7580542309873533,0.09428749425387735
non_135,0.10632173027418564,0.037635792177700245,3.1286399287186977,0.09091755800572984,301.21722996115966,conventional,medium,non_renewable,2671.2200219603383,3697.666237276967,39.49985463443582,1068.2724967269137,9.649880177569807,1120.2163565460598,0.7435122173255981,507.38619271329264,2.345476786460314,0.09335624771250776
non_028,0.09833445452269375,0.05014870003110176,2.8378783187600214,0.14305523170078072,242.73251264453475,conventional,high,non_renewable,5780.500964727558,1400.493243952967,8.918714682620436,3063.485542228628,11.158658689200118,853.9841649763932,0.6585033426452618,532.6026640054774,2.670335496876248,0.09411647260694016
non_142,0.11421222108408582,0.055991403088986556,3.7829089354375087,0.05602977796887337,316.95493955662755,conventional,medium,non_renewable,4904.69653258901,3315.5132635792847,50.10632187681219,2216.924712550511,7.21079740956774,1674.8719434780598,0.746062312950229,631.4363374748848,2.5471988411974564,0.08913010674245173
non_128,0.09726953175809726,0.048261667764308055,2.1256294687333632,0.15838480750421235,193.52723605746496,conventional,high,non_renewable,33.0952,2796.395115366997,28.520144238486736,2330.9911448027387,9.45362522347426,1572.4988273435636,0.7373616736488576,549.6369142926134,2.005225496097798,0.08391471321428057
non_188,0.0841329028437537,0.034928471483257235,2.3552190716152035,0.06993345120425842,315.6236192486189,recycled,high,non_renewable,4477.948870806705,3206.6036563801704,51.54563235296955,1254.6118989727315,12.778691028975404,714.077703232146,0.7448978393427444,650.1912270002643,2.5030244269557906,0.09018901831394743
non_017,0.09485400044871203,0.04876303508422807,3.6960095702243385,0.09383420995439178,207.12451946285,recycled,high,non_renewable,2702.3640947271087,2441.481672908817,46.63321243437751,4395.694989009394,11.218568912241704,1259.201534591622,0.7256578828138222,622.1436898612343,2.764627551003043,0.09658636851672939
non_033,0.09961760037498753,0.014223508560717107,2.965331543591064,0.058562980663630686,322.21302108311255,conventional,high,non_renewable,3569.758356735167,2236.32785387392,53.31844462969703,1516.836657501803,14.450612513357097,1599.3064345200096,0.6949071764386211,601.6369339602031,2.316327967725727,0.09596438157134407
non_110,0.12347697385468578,0.051336257429099766,3.543055657212673,0.09186333755214281,332.7917334477885,recycled,high,non_renewable,2730.6835249336546,2945.6733031984245,30.32555717928178,3164.0872629169826,10.086107074649021,602.9693523378181,0.7299523034368244,745.2781967504145,2.420741368611032,0.09284463064156277
non_015,0.07310245072407781,0.048818464488878326,3.365464806659331,0.0720678540446135,255.08406127899482,conventional,low,non_renewable,5067.60623358519,3597.50301704304,14.219935390265125,2943.6309229249578,11.89430316718,399.7549552265044,0.7000354701504761,474.5121173096222,2.864884248069621,0.08868498375671637
non_041,0.12885393702979692,0.033859044965581474,4.089696344227127,0.13745698667235104,131.1071925438585,conventional,low,non_renewable,2744.644707765515,4528.975826467087,41.948318118920085,3059.819337408128,13.171164514967103,1585.5006511432452,0.7536976620245047,489.7887402425799,2.559955814019422,0.08100776012113055
non_162,0.07968017051305065,0.044127402879641765,3.424224901407614,0.15013231668902408,272.67621156179075,conventional,low,non_renewable,4609.972204813242,2807.985945785524,45.615861755547115,1846.960738793944,7.946448325771663,1353.5337595798826,0.7120701028992154,561.8451221144132,2.8427152019684523,0.09271645359662659
non_120,0.12507297712905824,0.03208713676934992,3.889441078602131,0.10940229759171247,159.52165954033222,recycled,medium,non_renewable,2170.6073299347895,1267.4066467321434,59.02224872135679,3360.1000033050514,15.250475694340153,1851.2910306807712,0.7095465601049458,624.0242451235675,2.699419694098419,0.09990852521605033
non_116,0.08392621545590148,0.04154834936003745,3.3128542243561356,0.1029899078662845,256.4568235206538,recycled,medium,non_renewable,7167.897672380106,2446.8396003316066,29.45858609757203,2500.7916747576737,6.791945794629381,1165.2923815167971,0.7380109627029107,483.21728046193704,2.7587630830216696,0.08371716476758251
non_146,0.08894459842489064,0.06107461045108134,3.16839088990396,0.056736258946391525,309.26560831260485,recycled,high,non_renewable,4346.024307367343,2828.233099235444,40.40942857456593,3523.2016993788284,5.999422304273261,570.8258264489095,0.7586444741959109,595.4546681801402,2.5562181495979854,0.08897363527135231
non_149,0.09106899580131625,0.050138324549862105,2.8379308983987097,0.10168578800991677,294.4551735661465,conventional,high,non_renewable,2958.777193970949,3370.853645312891,26.42372493833838,3591.125499328325,2.178471033087024,1330.9217164457564,0.7122088265582477,506.3217746042214,2.378156158599581,0.08693156262388708
non_035,0.1386777942400136,0.048217759679062264,3.323057765935789,0.08916910014803418,270.8613013415031,conventional,high,non_renewable,5644.675237669083,4172.9705863840945,83.23167280592367,3249.9954541751295,5.973097767450376,1287.2764584555975,0.6814326585784664,668.6510054623809,2.6589815321332275,0.09238416560505976
non_075,0.08250696328940271,0.0596083540190394,2.8137758022190127,0.08891177183343357,388.77672318106033,conventional,high,non_renewable,3276.877998798942,4251.185642386658,34.48221222707599,4271.310509758258,7.993880300646885,1698.2865575971075,0.7797629135191881,448.4503214921919,2.849643964854391,0.09622874354315823
non_130,0.09981160089643266,0.03350957110003367,2.9252767905991193,0.10682093323692526,219.88252939876568,conventional,high,non_renewable,4127.911512914182,5289.805726899394,40.42726028115095,6325.277034792913,7.309424760772647,1695.5218305470753,0.7005368236431373,504.330115895115,2.103976358027963,0.09197542008502106
non_195,0.09705899678177962,0.029961214627636023,2.6873832684123555,0.07865866907043062,144.85251493451233,conventional,high,non_renewable,5071.347689050321,4359.958857751371,31.188445480753874,4254.034558911727,1.8815725609407998,1002.2607223092195,0.6880469739947878,682.4881257768197,2.920862480539007,0.08999211428684287
non_043,0.13078939956362945,0.06367639563868567,3.7660265462633573,0.08986892934087445,311.8020035568177,conventional,high,non_renewable,2263.1433248923686,3099.966881879776,37.7828608171091,2727.0613509780915,9.91375474416991,352.09579377233854,0.740022645145811,437.17888910996544,2.7059713852253093,0.0830889942044024
non_105,0.08303166872846796,0.016785342785659234,3.1498163464670346,0.1211459031292134,150.4643895593083,conventional,low,non_renewable,1919.099751686351,3813.102749402594,38.956877214968095,4476.05799268305,4.576995942812802,399.4593297573514,0.6794874922491596,658.0511990664045,2.707388612394421,0.0846437238939817
non_065,0.09192049641803529,0.03858664235201156,2.787632008794897,0.07952080044582382,282.3712069066393,conventional,high,non_renewable,7060.229040218287,3041.237223483284,50.76918171104621,2414.582468523888,14.649842630427994,1649.866758358514,0.6945592976916065,575.9344570357403,2.861141195900111,0.08929623181127914
non_048,0.1174388812852412,0.05050657969687882,3.1435372849043524,0.0833438427882568,320.71233013414803,conventional,medium,non_renewable,4027.591711934603,5008.005129984662,24.54378559211513,1.9544000000000001,16.45034623716967,561.9122237671894,0.7502928166604007,726.8424435463918,2.4270052200256917,0.08190766196676097
non_009,0.08376001116984216,0.06400107812291385,3.645250288568975,0.08820191157763842,3.85864,conventional,low,non_renewable,3439.579183927347,2930.9782236230644,17.290414985910978,3092.9628906489374,11.333158242264767,2007.7767873995267,0.6865665329692029,723.4300215143828,3.389095962981748,0.09033386223900149
